id,shareholder,ticker,event_date,event_type,prev_voting_power,post_voting_power
5827,STATE STREET CORPORATION,NEC,2025-05-05,new,4.9,5.27
5828,STATE STREET CORPORATION,NEC,2025-05-07,cease,5.27,4.9
9071,PINNACLE INVESTMENT MANAGEMENT GROUP,SXL,2025-05-07,change,6.47,8.08
9221,AUSTRALIAN RETIREMENT TRUST,NEC,2025-05-08,new,4.9,5.014
10025,SG HISCOCK & COMPANY,RNT,2025-05-07,cease,5.86,4.9
12607,DANNY KONTOS,PPL,2025-05-05,change,16.1,17.12
12878,PLAYSIDE STUDIOS,PLY,2025-05-05,new,,15.03
