id,shareholder,ticker,event_date,event_type,prev_voting_power,post_voting_power
3979,PERPETUAL,MYR,2025-05-09,change,10.46,11.95
6310,JPMORGAN CHASE CO AND ITS AFFILIATES,CTT,2025-05-07,cease,5.06,4.9
6311,JPMORGAN CHASE CO AND ITS AFFILIATES,CTT,2025-05-08,new,4.9,5.29
10564,MAGELLAN FINANCIAL GROUP,NCK,2025-05-05,change,9.45,8.2
12752,SIMON LIN,JAT,2025-05-09,change,6.2,7.25
14967,MRP MOJO CO,MTO,2025-05-05,change,9.04,7.82
