"Filename","RepType Code","Description","Ticker","Date"
"2024022802778773","03002","Top 20 shareholders","HAL","2024-02-28"
"2024022802778784","03002","Top 20 shareholders","TAL","2024-02-28"
"2024022802778788","02003","Ceasing to be substantial holder","ZIP","2024-02-28"
"2024022802778793","02003","Ceasing to be substantial holder","COE","2024-02-28"
"2024022802778797","02003","Ceasing to be substantial holder","MYX","2024-02-28"
"2024022802778812","02003","Ceasing to be substantial holder","VNT","2024-02-28"
"2024022802778813","02002","Change in substantial holding","TOT","2024-02-28"
"2024022802778814","02001","Becoming substantial holder","TAH","2024-02-28"
"2024022802778825","03002","Top 20 shareholders","MGL","2024-02-28"
"2024022802778845","02002","Change in substantial holding","CSR","2024-02-28"
"2024022802778849","03002","Top 20 shareholders","ASR","2024-02-28"
"2024022802778850","02003","Ceasing to be substantial holder","INA","2024-02-28"
"2024022802778851","02003","Ceasing to be substantial holder","ING","2024-02-28"
"2024022802778854","02001","Becoming substantial holder","WBT","2024-02-28"
"2024022802778859","02003","Ceasing to be substantial holder","ORA","2024-02-28"
"2024022802778864","02001","Becoming substantial holder","RWC","2024-02-28"
"2024022802778871","02003","Ceasing to be substantial holder","AZS","2024-02-28"
"2024022802778872","02001","Becoming substantial holder","TDO","2024-02-28"
"2024022802778878","03002","Top 20 shareholders","SCL","2024-02-28"
"2024022802778884","03002","Top 20 shareholders","NVX","2024-02-28"
"2024022802778888","03002","Top 20 shareholders","BEL","2024-02-28"
"2024022802778891","03002","Top 20 shareholders","OEQ","2024-02-28"
"2024022902778908","03002","Top 20 shareholders","QUE","2024-02-29"
"2024022902778912","02001","Becoming substantial holder","SRX","2024-02-29"
"2024022902778913","02002","Change in substantial holding","BHD","2024-02-29"
"2024022902778914","03002","Top 20 shareholders","1CG","2024-02-29"
"2024022902778918","03002","Top 20 shareholders","OXT","2024-02-29"
"2024022902778961","02002","Change in substantial holding","WSP","2024-02-29"
"2024022902778966","02001","Becoming substantial holder","SRX","2024-02-29"
"2024022902778967","03002","Top 20 shareholders","PPM","2024-02-29"
"2024022902778974","02002","Change in substantial holding","ATH","2024-02-29"
"2024022902778975","02002","Change in substantial holding","IPX","2024-02-29"
"2024022902779001","03002","Top 20 shareholders","TIG","2024-02-29"
"2024022902779002","03002","Top 20 shareholders","TFL","2024-02-29"
"2024022902779004","02003","Ceasing to be substantial holder","NXT","2024-02-29"
"2024022902779008","02001","Becoming substantial holder","SRZ","2024-02-29"
"2024022902779030","03002","Top 20 shareholders","ALX","2024-02-29"
"2024022902779066","03002","Top 20 shareholders","ALX","2024-02-29"
"2024022902779086","03002","Top 20 shareholders","MMI","2024-02-29"
"2024022902779132","02002","Change in substantial holding","AUN","2024-02-29"
"2024022902779212","03002","Top 20 shareholders","VPR","2024-02-29"
"2024022902779254","03002","Top 20 shareholders","KAR","2024-02-29"
"2024022902779293","02002","Change in substantial holding","PLY","2024-02-29"
"2024022902779295","02002","Change in substantial holding","PLY","2024-02-29"
"2024022902779301","02002","Change in substantial holding","PLY","2024-02-29"
"2024022902779326","03002","Top 20 shareholders","DTZ","2024-02-29"
"2024022902779340","02003","Ceasing to be substantial holder","WHK","2024-02-29"
"2024022902779341","02002","Change in substantial holding","MKL","2024-02-29"
"2024022902779349","03002","Top 20 shareholders","NIC","2024-02-29"
"2024022902779366","03002","Top 20 shareholders","IME","2024-02-29"
