"Filename","RepType Code","Description","Ticker","Date"
"2024031902786623","03002","Top 20 shareholders","AUZ","2024-03-19"
"2024031902786636","02003","Ceasing to be substantial holder","EYE","2024-03-19"
"2024031902786659","03002","Top 20 shareholders","TZN","2024-03-19"
"2024031902786665","02002","Change in substantial holding","CTP","2024-03-19"
"2024031902786669","02001","Becoming substantial holder","BAP","2024-03-19"
"2024031902786671","02002","Change in substantial holding","OFX","2024-03-19"
"2024031902786675","02003","Ceasing to be substantial holder","CAR","2024-03-19"
"2024031902786679","02002","Change in substantial holding","DYL","2024-03-19"
"2024031902786714","02002","Change in substantial holding","DOW","2024-03-19"
"2024031902786715","02002","Change in substantial holding","NUF","2024-03-19"
"2024031902786720","02002","Change in substantial holding","M4M","2024-03-19"
"2024031902786722","02002","Change in substantial holding","BSX","2024-03-19"
"2024031902786724","02002","Change in substantial holding","RHK","2024-03-19"
"2024031902786725","02001","Becoming substantial holder","CCP","2024-03-19"
"2024031902786726","02001","Becoming substantial holder","AD8","2024-03-19"
"2024031902786727","02001","Becoming substantial holder","WBT","2024-03-19"
"2024031902786730","02003","Ceasing to be substantial holder","PXA","2024-03-19"
"2024031902786731","02001","Becoming substantial holder","CTT","2024-03-19"
"2024031902786732","02002","Change in substantial holding","CSL","2024-03-19"
"2024031902786733","02002","Change in substantial holding","DYL","2024-03-19"
"2024031902786734","02002","Change in substantial holding","GMG","2024-03-19"
"2024031902786735","02001","Becoming substantial holder","IPL","2024-03-19"
"2024031902786736","02001","Becoming substantial holder","IRE","2024-03-19"
"2024031902786737","02001","Becoming substantial holder","MP1","2024-03-19"
"2024031902786739","02001","Becoming substantial holder","PDN","2024-03-19"
"2024031902786740","02001","Becoming substantial holder","SIQ","2024-03-19"
"2024031902786742","02001","Becoming substantial holder","VNT","2024-03-19"
"2024031902786744","02001","Becoming substantial holder","WEB","2024-03-19"
"2024031902786745","02002","Change in substantial holding","ZIP","2024-03-19"
"2024031902786747","02001","Becoming substantial holder","WBT","2024-03-19"
"2024031902786748","02001","Becoming substantial holder","PBP","2024-03-19"
"2024031902786754","02002","Change in substantial holding","DTC","2024-03-19"
"2024031902786762","02002","Change in substantial holding","BLD","2024-03-19"
"2024032002786777","02002","Change in substantial holding","ICG","2024-03-20"
"2024032002786779","02002","Change in substantial holding","ORR","2024-03-20"
"2024032002786790","02002","Change in substantial holding","NPR","2024-03-20"
"2024032002786792","02003","Ceasing to be substantial holder","WHC","2024-03-20"
"2024032002786798","02002","Change in substantial holding","LEL","2024-03-20"
"2024032002786806","02002","Change in substantial holding","RGN","2024-03-20"
"2024032002786809","02001","Becoming substantial holder","STX","2024-03-20"
"2024032002786826","02002","Change in substantial holding","EGH","2024-03-20"
"2024032002786888","02001","Becoming substantial holder","A2M","2024-03-20"
"2024032002786916","02001","Becoming substantial holder","WGX","2024-03-20"
"2024032002786926","02002","Change in substantial holding","EMR","2024-03-20"
"2024032002786929","02002","Change in substantial holding","EVN","2024-03-20"
"2024032002786930","02002","Change in substantial holding","MSB","2024-03-20"
"2024032002786931","02003","Ceasing to be substantial holder","KCN","2024-03-20"
"2024032002786932","02003","Ceasing to be substantial holder","RSG","2024-03-20"
"2024032002786935","02002","Change in substantial holding","SRX","2024-03-20"
"2024032002786942","02002","Change in substantial holding","NUF","2024-03-20"
