"Filename","RepType Code","Description","Ticker","Date"
"2024082902845895","02001","Becoming substantial holder","GOR","2024-08-29"
"2024082902845899","02001","Becoming substantial holder","HDN","2024-08-29"
"2024082902845900","02001","Becoming substantial holder","MFG","2024-08-29"
"2024082902845904","02002","Change in substantial holding","NUF","2024-08-29"
"2024082902845905","03002","Top 20 shareholders","SHM","2024-08-29"
"2024082902845906","02002","Change in substantial holding","BTI","2024-08-29"
"2024082902845907","02002","Change in substantial holding","SGM","2024-08-29"
"2024082902845910","02003","Ceasing to be substantial holder","TNE","2024-08-29"
"2024082902845912","03002","Top 20 shareholders","CYP","2024-08-29"
"2024082902845915","02003","Ceasing to be substantial holder","VEA","2024-08-29"
"2024082902845919","03002","Top 20 shareholders","KEY","2024-08-29"
"2024082902845924","03002","Top 20 shareholders","GAP","2024-08-29"
"2024082902845931","02003","Ceasing to be substantial holder","WAF","2024-08-29"
"2024082902845942","03002","Top 20 shareholders","BNZ","2024-08-29"
"2024082902845946","02002","Change in substantial holding","RAD","2024-08-29"
"2024082902845950","03002","Top 20 shareholders","ATP","2024-08-29"
"2024082902845951","03002","Top 20 shareholders","PPG","2024-08-29"
"2024082902845954","02002","Change in substantial holding","A1G","2024-08-29"
"2024082902845967","03002","Top 20 shareholders","PV1","2024-08-29"
"2024082902845968","03002","Top 20 shareholders","T3D","2024-08-29"
"2024082902845971","03002","Top 20 shareholders","NSB","2024-08-29"
"2024082902845974","03002","Top 20 shareholders","SSH","2024-08-29"
"2024083002845994","02001","Becoming substantial holder","LRS","2024-08-30"
"2024083002845995","03002","Top 20 shareholders","WLD","2024-08-30"
"2024083002845996","02002","Change in substantial holding","LRS","2024-08-30"
"2024083002846007","03002","Top 20 shareholders","CCV","2024-08-30"
"2024083002846008","03002","Top 20 shareholders","ASB","2024-08-30"
"2024083002846021","03002","Top 20 shareholders","GDA","2024-08-30"
"2024083002846022","02001","Becoming substantial holder","IRE","2024-08-30"
"2024083002846027","03002","Top 20 shareholders","SHG","2024-08-30"
"2024083002846033","02002","Change in substantial holding","CMG","2024-08-30"
"2024083002846036","03002","Top 20 shareholders","BIT","2024-08-30"
"2024083002846044","03002","Top 20 shareholders","JYC","2024-08-30"
"2024083002846045","03002","Top 20 shareholders","AFG","2024-08-30"
"2024083002846056","03002","Top 20 shareholders","CVN","2024-08-30"
"2024083002846058","03002","Top 20 shareholders","MCA","2024-08-30"
"2024083002846059","03002","Top 20 shareholders","DEG","2024-08-30"
"2024083002846072","02002","Change in substantial holding","GPR","2024-08-30"
"2024083002846077","03002","Top 20 shareholders","OEQ","2024-08-30"
"2024083002846082","03002","Top 20 shareholders","SOC","2024-08-30"
"2024083002846089","03002","Top 20 shareholders","PVL","2024-08-30"
"2024083002846097","03002","Top 20 shareholders","CUP","2024-08-30"
"2024083002846111","03002","Top 20 shareholders","IPG","2024-08-30"
"2024083002846117","03002","Top 20 shareholders","BIS","2024-08-30"
"2024083002846125","03002","Top 20 shareholders","NOL","2024-08-30"
"2024083002846131","03002","Top 20 shareholders","BET","2024-08-30"
"2024083002846147","03002","Top 20 shareholders","DOW","2024-08-30"
"2024083002846154","03002","Top 20 shareholders","HGV","2024-08-30"
"2024083002846172","02002","Change in substantial holding","HLI","2024-08-30"
"2024083002846178","03002","Top 20 shareholders","KNO","2024-08-30"
