"Filename","RepType Code","Description","Ticker","Date"
"2024092502857284","03002","Top 20 shareholders","COB","2024-09-25"
"2024092502857285","02001","Becoming substantial holder","WJL","2024-09-25"
"2024092502857298","02002","Change in substantial holding","BAP","2024-09-25"
"2024092502857302","03002","Top 20 shareholders","CDR","2024-09-25"
"2024092502857306","02002","Change in substantial holding","SCG","2024-09-25"
"2024092502857308","02002","Change in substantial holding","GPT","2024-09-25"
"2024092502857309","03002","Top 20 shareholders","WMG","2024-09-25"
"2024092502857310","02003","Ceasing to be substantial holder","PNT","2024-09-25"
"2024092502857317","02001","Becoming substantial holder","TAH","2024-09-25"
"2024092502857324","03002","Top 20 shareholders","BUY","2024-09-25"
"2024092502857327","03002","Top 20 shareholders","RCR","2024-09-25"
"2024092502857329","02003","Ceasing to be substantial holder","AD8","2024-09-25"
"2024092502857330","02002","Change in substantial holding","AZJ","2024-09-25"
"2024092502857331","02001","Becoming substantial holder","GOR","2024-09-25"
"2024092502857333","02003","Ceasing to be substantial holder","SIQ","2024-09-25"
"2024092502857334","03002","Top 20 shareholders","SER","2024-09-25"
"2024092502857351","03002","Top 20 shareholders","TEG","2024-09-25"
"2024092502857353","03002","Top 20 shareholders","AAR","2024-09-25"
"2024092502857357","03002","Top 20 shareholders","REC","2024-09-25"
"2024092502857359","02002","Change in substantial holding","GLL","2024-09-25"
"2024092502857360","02001","Becoming substantial holder","BOE","2024-09-25"
"2024092502857363","03002","Top 20 shareholders","KAT","2024-09-25"
"2024092502857365","03002","Top 20 shareholders","PGM","2024-09-25"
"2024092502857372","03002","Top 20 shareholders","CVL","2024-09-25"
"2024092502857373","03002","Top 20 shareholders","SLS","2024-09-25"
"2024092502857374","02002","Change in substantial holding","ACL","2024-09-25"
"2024092502857375","02003","Ceasing to be substantial holder","APX","2024-09-25"
"2024092502857376","03002","Top 20 shareholders","ARN","2024-09-25"
"2024092502857377","03002","Top 20 shareholders","CAV","2024-09-25"
"2024092502857378","02002","Change in substantial holding","NAN","2024-09-25"
"2024092502857381","03002","Top 20 shareholders","AON","2024-09-25"
"2024092602857396","03002","Top 20 shareholders","SOL","2024-09-26"
"2024092602857404","02003","Ceasing to be substantial holder","GDI","2024-09-26"
"2024092602857407","02001","Becoming substantial holder","ABG","2024-09-26"
"2024092602857408","02001","Becoming substantial holder","WGX","2024-09-26"
"2024092602857410","02001","Becoming substantial holder","ZIP","2024-09-26"
"2024092602857414","02002","Change in substantial holding","DXS","2024-09-26"
"2024092602857416","03002","Top 20 shareholders","CPN","2024-09-26"
"2024092602857419","02001","Becoming substantial holder","FLT","2024-09-26"
"2024092602857420","03002","Top 20 shareholders","CLE","2024-09-26"
"2024092602857424","03002","Top 20 shareholders","SRI","2024-09-26"
"2024092602857426","02003","Ceasing to be substantial holder","HMC","2024-09-26"
"2024092602857427","03002","Top 20 shareholders","PEX","2024-09-26"
"2024092602857429","02003","Ceasing to be substantial holder","CU6","2024-09-26"
"2024092602857431","03002","Top 20 shareholders","BKW","2024-09-26"
"2024092602857438","02001","Becoming substantial holder","WOR","2024-09-26"
"2024092602857439","03002","Top 20 shareholders","SVM","2024-09-26"
"2024092602857445","02001","Becoming substantial holder","AUB","2024-09-26"
"2024092602857455","03002","Top 20 shareholders","PXX","2024-09-26"
"2024092602857461","02003","Ceasing to be substantial holder","MND","2024-09-26"
