"Filename","RepType Code","Description","Ticker","Date"
"2025022402916678","02002","Change in substantial holding","HRZ","2025-02-24"
"2025022402916704","02003","Ceasing to be substantial holder","JLG","2025-02-24"
"2025022502916712","02001","Becoming substantial holder","NEU","2025-02-25"
"2025022502916742","02002","Change in substantial holding","SNT","2025-02-25"
"2025022502916746","02002","Change in substantial holding","GLL","2025-02-25"
"2025022502916748","02001","Becoming substantial holder","APX","2025-02-25"
"2025022502916749","02001","Becoming substantial holder","JDO","2025-02-25"
"2025022502916750","02001","Becoming substantial holder","MP1","2025-02-25"
"2025022502916773","02001","Becoming substantial holder","IRE","2025-02-25"
"2025022502916791","03002","Top 20 shareholders","GEM","2025-02-25"
"2025022502916807","02002","Change in substantial holding","IFL","2025-02-25"
"2025022502916834","02002","Change in substantial holding","RHK","2025-02-25"
"2025022502916888","02001","Becoming substantial holder","BOL","2025-02-25"
"2025022502916897","03002","Top 20 shareholders","HLI","2025-02-25"
"2025022502916902","03002","Top 20 shareholders","VEA","2025-02-25"
"2025022502916912","03002","Top 20 shareholders","WDS","2025-02-25"
"2025022502916942","02002","Change in substantial holding","AVG","2025-02-25"
"2025022502917098","02003","Ceasing to be substantial holder","RHK","2025-02-25"
"2025022502917207","02002","Change in substantial holding","XRF","2025-02-25"
"2025022502917210","02003","Ceasing to be substantial holder","RGN","2025-02-25"
"2025022502917215","02003","Ceasing to be substantial holder","MXR","2025-02-25"
"2025022502917220","02003","Ceasing to be substantial holder","AVA","2025-02-25"
"2025022502917238","02001","Becoming substantial holder","CWY","2025-02-25"
"2025022502917258","02002","Change in substantial holding","MXI","2025-02-25"
"2025022502917261","02002","Change in substantial holding","HLS","2025-02-25"
"2025022502917271","02001","Becoming substantial holder","ARB","2025-02-25"
"2025022502917273","02001","Becoming substantial holder","PRN","2025-02-25"
"2025022502917279","02002","Change in substantial holding","BRG","2025-02-25"
"2025022502917283","02003","Ceasing to be substantial holder","BRN","2025-02-25"
"2025022502917304","02002","Change in substantial holding","QUB","2025-02-25"
"2025022502917346","02001","Becoming substantial holder","RGN","2025-02-25"
"2025022502917355","02002","Change in substantial holding","HLS","2025-02-25"
"2025022502917363","02002","Change in substantial holding","FFF","2025-02-25"
"2025022502917376","02003","Ceasing to be substantial holder","APX","2025-02-25"
"2025022502917378","02002","Change in substantial holding","MP1","2025-02-25"
"2025022502917384","02002","Change in substantial holding","RHC","2025-02-25"
"2025022502917385","02002","Change in substantial holding","RRL","2025-02-25"
"2025022502917386","02002","Change in substantial holding","SEK","2025-02-25"
"2025022502917389","02002","Change in substantial holding","WGX","2025-02-25"
"2025022602917450","02003","Ceasing to be substantial holder","IRE","2025-02-26"
"2025022602917454","02001","Becoming substantial holder","MYS","2025-02-26"
"2025022602917463","02002","Change in substantial holding","INA","2025-02-26"
"2025022602917464","02002","Change in substantial holding","VG1","2025-02-26"
"2025022602917467","02002","Change in substantial holding","ING","2025-02-26"
"2025022602917485","03002","Top 20 shareholders","SIQ","2025-02-26"
"2025022602917525","03002","Top 20 shareholders","APX","2025-02-26"
"2025022602917590","03002","Top 20 shareholders","FCL","2025-02-26"
"2025022602917604","03002","Top 20 shareholders","SCG","2025-02-26"
"2025022602917641","03002","Top 20 shareholders","EDU","2025-02-26"
"2025022602917668","02002","Change in substantial holding","MXR","2025-02-26"
