"Filename","RepType Code","Description","Ticker","Date"
"2024092402856687","02003","Ceasing to be substantial holder","ZMM","2024-09-24"
"2024092402856689","02001","Becoming substantial holder","CIA","2024-09-24"
"2024092402856691","02002","Change in substantial holding","CHC","2024-09-24"
"2024092402856692","02001","Becoming substantial holder","DTL","2024-09-24"
"2024092402856693","03002","Top 20 shareholders","WSI","2024-09-24"
"2024092402856695","02003","Ceasing to be substantial holder","DRR","2024-09-24"
"2024092402856696","02001","Becoming substantial holder","BSL","2024-09-24"
"2024092402856697","02001","Becoming substantial holder","HUB","2024-09-24"
"2024092402856699","02002","Change in substantial holding","GNC","2024-09-24"
"2024092402856701","02001","Becoming substantial holder","MP1","2024-09-24"
"2024092402856704","02002","Change in substantial holding","NXT","2024-09-24"
"2024092402856706","02001","Becoming substantial holder","GDI","2024-09-24"
"2024092402856707","02001","Becoming substantial holder","PNV","2024-09-24"
"2024092402856709","02001","Becoming substantial holder","SIQ","2024-09-24"
"2024092402856715","03002","Top 20 shareholders","RHK","2024-09-24"
"2024092402856720","02003","Ceasing to be substantial holder","EIQ","2024-09-24"
"2024092402856721","03002","Top 20 shareholders","NGX","2024-09-24"
"2024092402856722","03002","Top 20 shareholders","TG1","2024-09-24"
"2024092402856726","03002","Top 20 shareholders","VMC","2024-09-24"
"2024092402856728","02002","Change in substantial holding","DMP","2024-09-24"
"2024092402856729","03002","Top 20 shareholders","AIV","2024-09-24"
"2024092402856733","03002","Top 20 shareholders","TRM","2024-09-24"
"2024092402856736","03002","Top 20 shareholders","CCM","2024-09-24"
"2024092402856739","02003","Ceasing to be substantial holder","SCL","2024-09-24"
"2024092402856742","03002","Top 20 shareholders","JAV","2024-09-24"
"2024092402856746","03002","Top 20 shareholders","BVR","2024-09-24"
"2024092402856747","02002","Change in substantial holding","B4P","2024-09-24"
"2024092402856751","03002","Top 20 shareholders","ERL","2024-09-24"
"2024092402856755","03002","Top 20 shareholders","MRR","2024-09-24"
"2024092402856761","03002","Top 20 shareholders","TLM","2024-09-24"
"2024092502856766","03002","Top 20 shareholders","FSF","2024-09-25"
"2024092502856773","03002","Top 20 shareholders","KMD","2024-09-25"
"2024092502856777","03002","Top 20 shareholders","NXD","2024-09-25"
"2024092502856782","03002","Top 20 shareholders","ENX","2024-09-25"
"2024092502856784","02002","Change in substantial holding","LVH","2024-09-25"
"2024092502856791","02001","Becoming substantial holder","GMN","2024-09-25"
"2024092502856792","03002","Top 20 shareholders","RDN","2024-09-25"
"2024092502856794","03002","Top 20 shareholders","ZNC","2024-09-25"
"2024092502856796","02001","Becoming substantial holder","STX","2024-09-25"
"2024092502856810","02003","Ceasing to be substantial holder","LYC","2024-09-25"
"2024092502856832","02002","Change in substantial holding","HLI","2024-09-25"
"2024092502856843","02002","Change in substantial holding","CMM","2024-09-25"
"2024092502856866","03002","Top 20 shareholders","NXM","2024-09-25"
"2024092502856879","03002","Top 20 shareholders","DLI","2024-09-25"
"2024092502856894","03002","Top 20 shareholders","NTD","2024-09-25"
"2024092502856895","03002","Top 20 shareholders","QOR","2024-09-25"
"2024092502856935","02002","Change in substantial holding","EVN","2024-09-25"
"2024092502856938","03002","Top 20 shareholders","PGC","2024-09-25"
"2024092502856940","02002","Change in substantial holding","RSG","2024-09-25"
"2024092502856945","02003","Ceasing to be substantial holder","KCN","2024-09-25"
