"Filename","RepType Code","Description","Ticker","Date"
"2024051602807586","02003","Ceasing to be substantial holder","MBX","2024-05-16"
"2024051602807594","02002","Change in substantial holding","MBX","2024-05-16"
"2024051602807599","02002","Change in substantial holding","ATX","2024-05-16"
"2024051602807600","03002","Top 20 shareholders","CAI","2024-05-16"
"2024051602807604","02002","Change in substantial holding","DEG","2024-05-16"
"2024051602807612","02002","Change in substantial holding","EAX","2024-05-16"
"2024051602807617","02001","Becoming substantial holder","ZEU","2024-05-16"
"2024051602807626","02001","Becoming substantial holder","CCP","2024-05-16"
"2024051602807628","02002","Change in substantial holding","WEB","2024-05-16"
"2024051602807631","02003","Ceasing to be substantial holder","PNI","2024-05-16"
"2024051602807633","02001","Becoming substantial holder","ZEU","2024-05-16"
"2024051602807646","02003","Ceasing to be substantial holder","CCP","2024-05-16"
"2024051602807652","02003","Ceasing to be substantial holder","SVW","2024-05-16"
"2024051602807655","02002","Change in substantial holding","SPL","2024-05-16"
"2024051602807661","02003","Ceasing to be substantial holder","AFW","2024-05-16"
"2024051602807668","02001","Becoming substantial holder","ERL","2024-05-16"
"2024051602807669","02003","Ceasing to be substantial holder","ADR","2024-05-16"
"2024051602807691","02002","Change in substantial holding","CE1","2024-05-16"
"2024051602807698","02002","Change in substantial holding","NDO","2024-05-16"
"2024051602807707","02002","Change in substantial holding","TCF","2024-05-16"
"2024051602807721","02002","Change in substantial holding","REM","2024-05-16"
"2024051602807724","02001","Becoming substantial holder","ATX","2024-05-16"
"2024051602807728","02002","Change in substantial holding","AWC","2024-05-16"
"2024051602807729","02002","Change in substantial holding","ANZ","2024-05-16"
"2024051602807730","02001","Becoming substantial holder","BAP","2024-05-16"
"2024051602807731","02002","Change in substantial holding","BSL","2024-05-16"
"2024051602807732","02001","Becoming substantial holder","BOE","2024-05-16"
"2024051602807733","02001","Becoming substantial holder","CTT","2024-05-16"
"2024051602807734","02003","Ceasing to be substantial holder","CCP","2024-05-16"
"2024051602807735","02001","Becoming substantial holder","HUB","2024-05-16"
"2024051602807736","02003","Ceasing to be substantial holder","IRE","2024-05-16"
"2024051602807738","02001","Becoming substantial holder","MMS","2024-05-16"
"2024051602807739","02002","Change in substantial holding","MRM","2024-05-16"
"2024051602807740","02003","Ceasing to be substantial holder","PRU","2024-05-16"
"2024051602807741","02001","Becoming substantial holder","TNE","2024-05-16"
"2024051602807742","02002","Change in substantial holding","TLS","2024-05-16"
"2024051602807743","02002","Change in substantial holding","WEB","2024-05-16"
"2024051702807755","02003","Ceasing to be substantial holder","VNT","2024-05-17"
"2024051702807765","02001","Becoming substantial holder","SHV","2024-05-17"
"2024051702807766","02002","Change in substantial holding","KSN","2024-05-17"
"2024051702807767","02001","Becoming substantial holder","ALU","2024-05-17"
"2024051702807804","02002","Change in substantial holding","MLM","2024-05-17"
"2024051702807893","03002","Top 20 shareholders","MTH","2024-05-17"
"2024051702807940","02002","Change in substantial holding","MBX","2024-05-17"
"2024051702807971","02002","Change in substantial holding","SKO","2024-05-17"
"2024051702807991","02002","Change in substantial holding","KSN","2024-05-17"
"2024051702807994","02002","Change in substantial holding","PYC","2024-05-17"
"2024051702808006","02002","Change in substantial holding","CHL","2024-05-17"
"2024051702808008","02002","Change in substantial holding","AQZ","2024-05-17"
"2024051702808011","02003","Ceasing to be substantial holder","MTH","2024-05-17"
