"Filename","RepType Code","Description","Ticker","Date"
"2024022902779412","02002","Change in substantial holding","CDP","2024-02-29"
"2024022902779440","03002","Top 20 shareholders","SCL","2024-02-29"
"2024022902779489","02003","Ceasing to be substantial holder","DOW","2024-02-29"
"2024022902779537","02003","Ceasing to be substantial holder","HTG","2024-02-29"
"2024022902779560","03002","Top 20 shareholders","D2O","2024-02-29"
"2024022902779578","02002","Change in substantial holding","DHG","2024-02-29"
"2024022902779611","02003","Ceasing to be substantial holder","IEL","2024-02-29"
"2024022902779612","03002","Top 20 shareholders","DEM","2024-02-29"
"2024022902779644","02002","Change in substantial holding","YAL","2024-02-29"
"2024022902779660","03002","Top 20 shareholders","AIQ","2024-02-29"
"2024022902779670","02001","Becoming substantial holder","ORI","2024-02-29"
"2024022902779694","03002","Top 20 shareholders","ATS","2024-02-29"
"2024022902779700","02002","Change in substantial holding","CXL","2024-02-29"
"2024022902779701","02002","Change in substantial holding","DXN","2024-02-29"
"2024022902779705","02001","Becoming substantial holder","DXN","2024-02-29"
"2024022902779721","02002","Change in substantial holding","CTQ","2024-02-29"
"2024022902779740","03002","Top 20 shareholders","AIQ","2024-02-29"
"2024022902779765","02001","Becoming substantial holder","VNT","2024-02-29"
"2024022902779780","03002","Top 20 shareholders","AVE","2024-02-29"
"2024022902779785","02002","Change in substantial holding","RKN","2024-02-29"
"2024022902779789","02001","Becoming substantial holder","FHE","2024-02-29"
"2024022902779795","02002","Change in substantial holding","LDX","2024-02-29"
"2024022902779797","02002","Change in substantial holding","DEV","2024-02-29"
"2024022902779799","02002","Change in substantial holding","FLX","2024-02-29"
"2024022902779813","02001","Becoming substantial holder","CE1","2024-02-29"
"2024022902779820","02001","Becoming substantial holder","DMP","2024-02-29"
"2024022902779824","02001","Becoming substantial holder","LIC","2024-02-29"
"2024022902779828","02001","Becoming substantial holder","WEB","2024-02-29"
"2024022902779846","02002","Change in substantial holding","A2B","2024-02-29"
"2024022902779847","02001","Becoming substantial holder","ATG","2024-02-29"
"2024022902779850","03002","Top 20 shareholders","MFD","2024-02-29"
"2024022902779886","02003","Ceasing to be substantial holder","IMD","2024-02-29"
"2024022902779888","02003","Ceasing to be substantial holder","DOW","2024-02-29"
"2024022902779889","02002","Change in substantial holding","CSR","2024-02-29"
"2024022902779891","03002","Top 20 shareholders","WFL","2024-02-29"
"2024022902779892","02002","Change in substantial holding","ALU","2024-02-29"
"2024022902779894","02001","Becoming substantial holder","ING","2024-02-29"
"2024022902779914","02003","Ceasing to be substantial holder","TIE","2024-02-29"
"2024030102779933","02003","Ceasing to be substantial holder","ACL","2024-03-01"
"2024030102779934","02001","Becoming substantial holder","ALU","2024-03-01"
"2024030102779952","02003","Ceasing to be substantial holder","TIE","2024-03-01"
"2024030102779955","02002","Change in substantial holding","IMC","2024-03-01"
"2024030102779967","02002","Change in substantial holding","GPT","2024-03-01"
"2024030102779991","02003","Ceasing to be substantial holder","ZOR","2024-03-01"
"2024030102780024","02001","Becoming substantial holder","SUV","2024-03-01"
"2024030102780082","02001","Becoming substantial holder","EMV","2024-03-01"
"2024030102780096","02003","Ceasing to be substantial holder","AIM","2024-03-01"
"2024030102780214","02002","Change in substantial holding","APE","2024-03-01"
"2024030102780232","02003","Ceasing to be substantial holder","IMD","2024-03-01"
"2024030102780238","02002","Change in substantial holding","LGL","2024-03-01"
