"Filename","RepType Code","Description","Ticker","Date"
"2024032602789097","02003","Ceasing to be substantial holder","IRE","2024-03-26"
"2024032602789098","02003","Ceasing to be substantial holder","KAR","2024-03-26"
"2024032602789099","02001","Becoming substantial holder","ALU","2024-03-26"
"2024032602789101","02003","Ceasing to be substantial holder","IGO","2024-03-26"
"2024032602789102","02002","Change in substantial holding","ORI","2024-03-26"
"2024032602789105","02001","Becoming substantial holder","SYR","2024-03-26"
"2024032602789106","02001","Becoming substantial holder","NHF","2024-03-26"
"2024032602789107","02003","Ceasing to be substantial holder","TLS","2024-03-26"
"2024032602789108","02003","Ceasing to be substantial holder","ZIP","2024-03-26"
"2024032602789116","02001","Becoming substantial holder","ORR","2024-03-26"
"2024032702789124","03002","Top 20 shareholders","NZK","2024-03-27"
"2024032702789137","02001","Becoming substantial holder","ORR","2024-03-27"
"2024032702789141","02001","Becoming substantial holder","LTR","2024-03-27"
"2024032702789154","02002","Change in substantial holding","NPR","2024-03-27"
"2024032702789155","02002","Change in substantial holding","AEE","2024-03-27"
"2024032702789159","02003","Ceasing to be substantial holder","CSR","2024-03-27"
"2024032702789161","02002","Change in substantial holding","BGL","2024-03-27"
"2024032702789184","02002","Change in substantial holding","SPR","2024-03-27"
"2024032702789193","03002","Top 20 shareholders","CAA","2024-03-27"
"2024032702789258","02001","Becoming substantial holder","TTI","2024-03-27"
"2024032702789265","03002","Top 20 shareholders","HFR","2024-03-27"
"2024032702789302","03002","Top 20 shareholders","BRE","2024-03-27"
"2024032702789312","03002","Top 20 shareholders","LRS","2024-03-27"
"2024032702789370","02002","Change in substantial holding","BDX","2024-03-27"
"2024032702789395","02003","Ceasing to be substantial holder","SDF","2024-03-27"
"2024032702789397","02002","Change in substantial holding","SXE","2024-03-27"
"2024032702789414","02003","Ceasing to be substantial holder","FLT","2024-03-27"
"2024032702789415","03002","Top 20 shareholders","URF","2024-03-27"
"2024032702789420","03002","Top 20 shareholders","BDM","2024-03-27"
"2024032702789421","03002","Top 20 shareholders","BAS","2024-03-27"
"2024032702789442","03002","Top 20 shareholders","CC9","2024-03-27"
"2024032702789447","02002","Change in substantial holding","ARC","2024-03-27"
"2024032702789448","02003","Ceasing to be substantial holder","ARC","2024-03-27"
"2024032702789462","02002","Change in substantial holding","SXE","2024-03-27"
"2024032702789466","02002","Change in substantial holding","MRL","2024-03-27"
"2024032702789481","03002","Top 20 shareholders","AVM","2024-03-27"
"2024032702789482","02002","Change in substantial holding","GCX","2024-03-27"
"2024032702789486","03002","Top 20 shareholders","SNX","2024-03-27"
"2024032702789488","02001","Becoming substantial holder","DYL","2024-03-27"
"2024032702789489","03002","Top 20 shareholders","ROG","2024-03-27"
"2024032702789494","02001","Becoming substantial holder","IEL","2024-03-27"
"2024032702789495","02002","Change in substantial holding","CKF","2024-03-27"
"2024032702789498","02001","Becoming substantial holder","CHN","2024-03-27"
"2024032702789506","03002","Top 20 shareholders","AAU","2024-03-27"
"2024032702789511","03002","Top 20 shareholders","RTG","2024-03-27"
"2024032702789513","02002","Change in substantial holding","MTS","2024-03-27"
"2024032702789520","02003","Ceasing to be substantial holder","ALU","2024-03-27"
"2024032702789522","02003","Ceasing to be substantial holder","SYR","2024-03-27"
"2024032702789528","02002","Change in substantial holding","LNK","2024-03-27"
"2024032702789530","02001","Becoming substantial holder","CDX","2024-03-27"
