"Filename","RepType Code","Description","Ticker","Date"
"2025030602921863","02002","Change in substantial holding","FRX","2025-03-06"
"2025030602921864","02002","Change in substantial holding","CCR","2025-03-06"
"2025030602921865","02002","Change in substantial holding","CCR","2025-03-06"
"2025030602921896","02003","Ceasing to be substantial holder","RCL","2025-03-06"
"2025030602921942","02001","Becoming substantial holder","A4N","2025-03-06"
"2025030602921947","02002","Change in substantial holding","RCL","2025-03-06"
"2025030602921948","02002","Change in substantial holding","EVN","2025-03-06"
"2025030602921950","02002","Change in substantial holding","NOL","2025-03-06"
"2025030602921951","02002","Change in substantial holding","KAR","2025-03-06"
"2025030602921955","02002","Change in substantial holding","RCL","2025-03-06"
"2025030602921956","02001","Becoming substantial holder","KLS","2025-03-06"
"2025030602921957","02001","Becoming substantial holder","EVN","2025-03-06"
"2025030602921960","02002","Change in substantial holding","MIN","2025-03-06"
"2025030602921965","02003","Ceasing to be substantial holder","SGR","2025-03-06"
"2025030602921968","02002","Change in substantial holding","WDS","2025-03-06"
"2025030602921970","02002","Change in substantial holding","SHV","2025-03-06"
"2025030602921972","02003","Ceasing to be substantial holder","PBH","2025-03-06"
"2025030602921973","02002","Change in substantial holding","MNB","2025-03-06"
"2025030602921981","02001","Becoming substantial holder","SFR","2025-03-06"
"2025030602921982","02001","Becoming substantial holder","DYL","2025-03-06"
"2025030602921998","02002","Change in substantial holding","MIN","2025-03-06"
"2025030602922006","02002","Change in substantial holding","SVG","2025-03-06"
"2025030602922016","02002","Change in substantial holding","LPE","2025-03-06"
"2025030602922026","02003","Ceasing to be substantial holder","APX","2025-03-06"
"2025030602922027","02003","Ceasing to be substantial holder","MYX","2025-03-06"
"2025030602922034","02001","Becoming substantial holder","HGH","2025-03-06"
"2025030602922035","02002","Change in substantial holding","HGH","2025-03-06"
"2025030602922056","02002","Change in substantial holding","XF1","2025-03-06"
"2025030602922059","02001","Becoming substantial holder","EVN","2025-03-06"
"2025030602922067","02001","Becoming substantial holder","RGN","2025-03-06"
"2025030702922074","02003","Ceasing to be substantial holder","MYX","2025-03-07"
"2025030702922110","02002","Change in substantial holding","MXR","2025-03-07"
"2025030702922147","02002","Change in substantial holding","SWF","2025-03-07"
"2025030702922212","02002","Change in substantial holding","HLO","2025-03-07"
"2025030702922222","02002","Change in substantial holding","DCC","2025-03-07"
"2025030702922322","02001","Becoming substantial holder","FRS","2025-03-07"
"2025030702922324","02001","Becoming substantial holder","FRS","2025-03-07"
"2025030702922354","03002","Top 20 shareholders","AVE","2025-03-07"
"2025030702922386","02003","Ceasing to be substantial holder","LAU","2025-03-07"
"2025030702922402","02002","Change in substantial holding","WNX","2025-03-07"
"2025030702922447","02003","Ceasing to be substantial holder","TPW","2025-03-07"
"2025030702922460","02002","Change in substantial holding","EVN","2025-03-07"
"2025030702922470","02003","Ceasing to be substantial holder","LAU","2025-03-07"
"2025030702922471","02003","Ceasing to be substantial holder","IFM","2025-03-07"
"2025030702922478","02002","Change in substantial holding","FRM","2025-03-07"
"2025030702922480","02002","Change in substantial holding","OMA","2025-03-07"
"2025030702922489","02003","Ceasing to be substantial holder","JLG","2025-03-07"
"2025030702922492","02003","Ceasing to be substantial holder","CWY","2025-03-07"
"2025030702922497","02002","Change in substantial holding","HPG","2025-03-07"
"2025030702922498","02003","Ceasing to be substantial holder","ANN","2025-03-07"
