"Filename","RepType Code","Description","Ticker","Date"
"2024071602828316","02002","Change in substantial holding","DME","2024-07-16"
"2024071602828329","02001","Becoming substantial holder","CLZ","2024-07-16"
"2024071602828334","02002","Change in substantial holding","AEE","2024-07-16"
"2024071602828336","02003","Ceasing to be substantial holder","ASE","2024-07-16"
"2024071602828347","02001","Becoming substantial holder","1TT","2024-07-16"
"2024071602828371","02001","Becoming substantial holder","AUR","2024-07-16"
"2024071602828393","02001","Becoming substantial holder","JBY","2024-07-16"
"2024071602828431","02002","Change in substantial holding","VEE","2024-07-16"
"2024071602828433","02002","Change in substantial holding","RFA","2024-07-16"
"2024071602828448","02003","Ceasing to be substantial holder","KAR","2024-07-16"
"2024071602828464","02003","Ceasing to be substantial holder","DRR","2024-07-16"
"2024071602828483","02003","Ceasing to be substantial holder","BML","2024-07-16"
"2024071602828484","02003","Ceasing to be substantial holder","ACL","2024-07-16"
"2024071602828485","02003","Ceasing to be substantial holder","PRU","2024-07-16"
"2024071602828489","02002","Change in substantial holding","EML","2024-07-16"
"2024071602828490","02003","Ceasing to be substantial holder","MSG","2024-07-16"
"2024071602828495","02003","Ceasing to be substantial holder","MTS","2024-07-16"
"2024071602828500","02002","Change in substantial holding","LSR","2024-07-16"
"2024071602828501","02002","Change in substantial holding","MLM","2024-07-16"
"2024071602828511","02002","Change in substantial holding","GNG","2024-07-16"
"2024071602828514","02003","Ceasing to be substantial holder","WGX","2024-07-16"
"2024071702828533","02003","Ceasing to be substantial holder","MRM","2024-07-17"
"2024071702828536","02001","Becoming substantial holder","ALU","2024-07-17"
"2024071702828546","02003","Ceasing to be substantial holder","CTT","2024-07-17"
"2024071702828559","02002","Change in substantial holding","AMT","2024-07-17"
"2024071702828614","02002","Change in substantial holding","SIH","2024-07-17"
"2024071702828645","02001","Becoming substantial holder","TAT","2024-07-17"
"2024071702828670","02001","Becoming substantial holder","AVG","2024-07-17"
"2024071702828673","02002","Change in substantial holding","WAF","2024-07-17"
"2024071702828734","02002","Change in substantial holding","MLM","2024-07-17"
"2024071702828736","02002","Change in substantial holding","DRX","2024-07-17"
"2024071702828756","02003","Ceasing to be substantial holder","CXZ","2024-07-17"
"2024071702828760","02002","Change in substantial holding","SNX","2024-07-17"
"2024071702828761","02001","Becoming substantial holder","MSG","2024-07-17"
"2024071702828800","03002","Top 20 shareholders","AAU","2024-07-17"
"2024071702828816","02001","Becoming substantial holder","KAU","2024-07-17"
"2024071702828827","02002","Change in substantial holding","BOT","2024-07-17"
"2024071702828864","02003","Ceasing to be substantial holder","ICR","2024-07-17"
"2024071702828875","02001","Becoming substantial holder","ORA","2024-07-17"
"2024071702828876","02001","Becoming substantial holder","MTS","2024-07-17"
"2024071702828880","02001","Becoming substantial holder","SYR","2024-07-17"
"2024071702828896","02002","Change in substantial holding","COE","2024-07-17"
"2024071702828904","02001","Becoming substantial holder","JBY","2024-07-17"
"2024071702828906","02002","Change in substantial holding","COE","2024-07-17"
"2024071702828933","03002","Top 20 shareholders","ORD","2024-07-17"
"2024071702828934","02002","Change in substantial holding","AMS","2024-07-17"
"2024071702828936","02002","Change in substantial holding","HMI","2024-07-17"
"2024071702828937","02003","Ceasing to be substantial holder","MTS","2024-07-17"
"2024071702828949","02003","Ceasing to be substantial holder","ACL","2024-07-17"
"2024071702828953","02002","Change in substantial holding","EVO","2024-07-17"
