"Filename","RepType Code","Description","Ticker","Date"
"2024092002855073","03002","Top 20 shareholders","GLB","2024-09-20"
"2024092002855107","03002","Top 20 shareholders","CAZ","2024-09-20"
"2024092002855119","03002","Top 20 shareholders","VKA","2024-09-20"
"2024092002855124","03002","Top 20 shareholders","MYS","2024-09-20"
"2024092002855125","02003","Ceasing to be substantial holder","AVM","2024-09-20"
"2024092002855152","03002","Top 20 shareholders","CIN","2024-09-20"
"2024092002855159","02002","Change in substantial holding","HVN","2024-09-20"
"2024092002855172","02002","Change in substantial holding","TWE","2024-09-20"
"2024092002855173","02002","Change in substantial holding","HLO","2024-09-20"
"2024092002855178","03002","Top 20 shareholders","ACU","2024-09-20"
"2024092002855189","03002","Top 20 shareholders","MVP","2024-09-20"
"2024092002855201","03002","Top 20 shareholders","GLE","2024-09-20"
"2024092002855214","03002","Top 20 shareholders","EMP","2024-09-20"
"2024092002855249","03002","Top 20 shareholders","VFX","2024-09-20"
"2024092002855254","02002","Change in substantial holding","ERD","2024-09-20"
"2024092002855262","03002","Top 20 shareholders","MPK","2024-09-20"
"2024092002855269","02003","Ceasing to be substantial holder","ANN","2024-09-20"
"2024092002855281","02002","Change in substantial holding","TOT","2024-09-20"
"2024092002855307","02003","Ceasing to be substantial holder","KAR","2024-09-20"
"2024092002855311","03002","Top 20 shareholders","MI6","2024-09-20"
"2024092002855316","02003","Ceasing to be substantial holder","GTN","2024-09-20"
"2024092002855335","03002","Top 20 shareholders","N1H","2024-09-20"
"2024092002855337","03002","Top 20 shareholders","PAV","2024-09-20"
"2024092002855343","03002","Top 20 shareholders","ORN","2024-09-20"
"2024092002855387","03002","Top 20 shareholders","CHR","2024-09-20"
"2024092002855400","03002","Top 20 shareholders","RSH","2024-09-20"
"2024092002855401","03002","Top 20 shareholders","OZM","2024-09-20"
"2024092002855411","03002","Top 20 shareholders","ZYU","2024-09-20"
"2024092002855414","03002","Top 20 shareholders","POS","2024-09-20"
"2024092002855425","03002","Top 20 shareholders","ELT","2024-09-20"
"2024092002855429","03002","Top 20 shareholders","MFG","2024-09-20"
"2024092002855449","02002","Change in substantial holding","CAT","2024-09-20"
"2024092002855454","02002","Change in substantial holding","GTN","2024-09-20"
"2024092002855458","02002","Change in substantial holding","APZ","2024-09-20"
"2024092002855461","02002","Change in substantial holding","NCK","2024-09-20"
"2024092002855465","03002","Top 20 shareholders","ICL","2024-09-20"
"2024092002855472","02002","Change in substantial holding","BCN","2024-09-20"
"2024092002855478","03002","Top 20 shareholders","AV1","2024-09-20"
"2024092002855482","03002","Top 20 shareholders","ARD","2024-09-20"
"2024092002855484","03002","Top 20 shareholders","MRD","2024-09-20"
"2024092002855493","03002","Top 20 shareholders","TX3","2024-09-20"
"2024092002855496","03002","Top 20 shareholders","AUG","2024-09-20"
"2024092002855499","03002","Top 20 shareholders","PLN","2024-09-20"
"2024092002855502","03002","Top 20 shareholders","AXP","2024-09-20"
"2024092002855506","03002","Top 20 shareholders","PRL","2024-09-20"
"2024092002855508","02002","Change in substantial holding","TRJ","2024-09-20"
"2024092002855520","03002","Top 20 shareholders","GRL","2024-09-20"
"2024092002855523","02003","Ceasing to be substantial holder","EGH","2024-09-20"
"2024092002855531","02003","Ceasing to be substantial holder","KAR","2024-09-20"
"2024092002855534","03002","Top 20 shareholders","TMX","2024-09-20"
