"Filename","RepType Code","Description","Ticker","Date"
"2025031302924668","02002","Change in substantial holding","CTT","2025-03-13"
"2025031302924674","02002","Change in substantial holding","DSE","2025-03-13"
"2025031402924689","02003","Ceasing to be substantial holder","JLG","2025-03-14"
"2025031402924691","02001","Becoming substantial holder","CTT","2025-03-14"
"2025031402924694","02001","Becoming substantial holder","IRE","2025-03-14"
"2025031402924701","02002","Change in substantial holding","DYM","2025-03-14"
"2025031402924721","02002","Change in substantial holding","CLW","2025-03-14"
"2025031402924725","02002","Change in substantial holding","WAK","2025-03-14"
"2025031402924728","02002","Change in substantial holding","PIA","2025-03-14"
"2025031402924787","02002","Change in substantial holding","MXR","2025-03-14"
"2025031402924913","02001","Becoming substantial holder","ARB","2025-03-14"
"2025031402924987","03002","Top 20 shareholders","LEG","2025-03-14"
"2025031402925077","02001","Becoming substantial holder","DSE","2025-03-14"
"2025031402925091","02002","Change in substantial holding","PNV","2025-03-14"
"2025031402925108","02003","Ceasing to be substantial holder","RYD","2025-03-14"
"2025031402925130","02001","Becoming substantial holder","MPX","2025-03-14"
"2025031402925161","02002","Change in substantial holding","NWC","2025-03-14"
"2025031402925222","02002","Change in substantial holding","ANN","2025-03-14"
"2025031402925242","02003","Ceasing to be substantial holder","MVF","2025-03-14"
"2025031402925249","02001","Becoming substantial holder","NCK","2025-03-14"
"2025031402925252","03002","Top 20 shareholders","SRK","2025-03-14"
"2025031402925264","02002","Change in substantial holding","BRG","2025-03-14"
"2025031402925265","02002","Change in substantial holding","WAF","2025-03-14"
"2025031402925267","02002","Change in substantial holding","WJL","2025-03-14"
"2025031402925270","02002","Change in substantial holding","BMR","2025-03-14"
"2025031402925275","02003","Ceasing to be substantial holder","DN1","2025-03-14"
"2025031402925279","02002","Change in substantial holding","FG1","2025-03-14"
"2025031402925302","02001","Becoming substantial holder","FLT","2025-03-14"
"2025031402925304","02002","Change in substantial holding","ASX","2025-03-14"
"2025031402925349","02001","Becoming substantial holder","DSE","2025-03-14"
"2025031402925352","02001","Becoming substantial holder","WAF","2025-03-14"
"2025031402925356","02002","Change in substantial holding","WJL","2025-03-14"
"2025031402925359","02002","Change in substantial holding","WEB","2025-03-14"
"2025031402925376","02001","Becoming substantial holder","OPT","2025-03-14"
"2025031702925416","02001","Becoming substantial holder","PDN","2025-03-17"
"2025031702925417","02003","Ceasing to be substantial holder","IRE","2025-03-17"
"2025031702925418","02001","Becoming substantial holder","AD8","2025-03-17"
"2025031702925419","02002","Change in substantial holding","IFL","2025-03-17"
"2025031702925421","02003","Ceasing to be substantial holder","SUL","2025-03-17"
"2025031702925422","02001","Becoming substantial holder","MIN","2025-03-17"
"2025031702925424","02002","Change in substantial holding","MFG","2025-03-17"
"2025031702925425","02002","Change in substantial holding","DEG","2025-03-17"
"2025031702925427","02003","Ceasing to be substantial holder","HLI","2025-03-17"
"2025031702925505","02001","Becoming substantial holder","BP8","2025-03-17"
"2025031702925571","02002","Change in substantial holding","SB2","2025-03-17"
"2025031702925650","02001","Becoming substantial holder","TKM","2025-03-17"
"2025031702925652","02001","Becoming substantial holder","SRI","2025-03-17"
"2025031702925711","02001","Becoming substantial holder","NUC","2025-03-17"
"2025031702925720","02003","Ceasing to be substantial holder","GPR","2025-03-17"
"2025031702925731","02002","Change in substantial holding","FRM","2025-03-17"
