Info Date,Ticker,Company,Sector,Market Cap,Shares Outstanding,Open,Close,Volume,Change (%)
2025-04-15,RCR,Rincon Resources Ltd,Materials,3510749.2,292562433.0,0.013,0.012,100000.0,-7.69
2025-04-15,SIS,Simble Solutions Ltd,Software & Services,3505321.4,876330351.0,0.004,0.004,0.0,0.0
2025-04-15,BTM,Breakthrough Minerals Ltd,Energy,3493743.28,47859497.0,0.07,0.073,20162.0,4.29
2025-04-15,CL8,Carly Holdings Ltd,Transportation,3488815.08,268370391.0,0.013,0.013,0.0,0.0
2025-04-15,MRZ,Mont Royal Resources Ltd,Materials,3486221.51,85029793.0,0.041,0.041,0.0,0.0
2025-04-15,BYH,Bryah Resources Ltd,Materials,3479814.09,869953522.0,0.005,0.004,2951647.0,-20.0
2025-04-15,MHM,Mount Hope Mining Ltd,Materials,3479374.88,27834999.0,0.125,0.125,10000.0,0.0
2025-04-15,BMM,Bayan Mining and Minerals Ltd,Materials,3462820.16,96189449.0,0.036,0.036,0.0,0.0
2025-04-15,AKN,Auking Mining Ltd,Materials,3448672.61,574778768.0,0.006,0.006,632500.0,0.0
2025-04-15,ADD,Adavale Resources Ltd,Energy,3430918.83,2287279222.0,0.002,0.0015,760000.0,-25.0
2025-04-15,EFE,Eastern Resources Ltd,Materials,3404428.57,126089947.0,0.025,0.027,40246.0,8.0
2025-04-15,ICR,Intelicare Holdings Ltd,Health Care Equipment & Services,3403317.01,486188144.0,0.007,0.007,0.0,0.0
2025-04-15,FMR,FMR Resources Ltd,Media & Entertainment,3386451.68,21165323.0,0.175,0.16,54284.0,-8.57
2025-04-15,OSX,Osteopore Ltd,Health Care Equipment & Services,3368377.3,140349054.0,0.027,0.024,3784561.0,-11.11
2025-04-15,GED,Golden Deeps Ltd,Materials,3365388.32,177125701.0,0.017,0.019,1414963.0,11.76
2025-04-15,8CO,8COMMON Ltd,Software & Services,3361423.54,224094903.0,0.016,0.015,390000.0,-6.25
2025-04-15,NRZ,Neurizer Ltd,Materials,3358004.02,3358004024.0,0.001,0.001,0.0,0.0
2025-04-15,CMX,CHEMX Materials Ltd,Materials,3354580.35,129022321.0,0.026,0.026,0.0,0.0
2025-04-15,REC,Recharge Metals Ltd,Materials,3334369.57,256489967.0,0.013,0.013,0.0,0.0
2025-04-15,NZS,New Zealand Coastal Seafoods Ltd,"Food, Beverage & Tobacco",3334020.12,1667010062.0,0.002,0.002,0.0,0.0
2025-04-15,CHR,Charger Metals NL,Materials,3329070.75,77420250.0,0.043,0.043,10255.0,0.0
2025-04-15,OXT,Orexplore Technologies Ltd,Commercial & Professional Services,3322065.98,195415646.0,0.017,0.017,0.0,0.0
2025-04-15,BPM,BPM Minerals Ltd,Materials,3317412.35,87300325.0,0.035,0.038,1097346.0,8.57
2025-04-15,TD1,Tali Digital Ltd,Health Care Equipment & Services,3295155.62,3295155625.0,0.001,0.001,0.0,0.0
2025-04-15,SIT,Site Group International Ltd,Consumer Services,3257490.21,3257490215.0,0.001,0.001,0.0,0.0
2025-04-15,RMX,Red Mountain Mining Ltd,Materials,3254704.57,464957796.0,0.007,0.007,400000.0,0.0
2025-04-15,R8R,REGENER8 Resources NL,Materials,3250250.1,32502501.0,0.1,0.1,0.0,0.0
2025-04-15,FIN,FIN Resources Ltd,Materials,3246343.5,649268700.0,0.005,0.005,0.0,0.0
2025-04-15,RDS,Redstone Resources Ltd,Materials,3238824.61,925378460.0,0.0035,0.0035,0.0,0.0
2025-04-15,SKN,Skin Elements Ltd,Household & Personal Products,3225642.35,1075214115.0,0.003,0.003,2985000.0,0.0
2025-04-15,RBX,Resource Base Ltd,Materials,3225165.58,115184485.0,0.028,0.028,0.0,0.0
2025-04-15,TAS,Tasman Resources Ltd,Materials,3220998.44,805249611.0,0.004,0.004,300000.0,0.0
2025-04-15,YOW,Yowie Group Ltd,"Food, Beverage & Tobacco",3211150.61,229367901.0,0.014,0.014,0.0,0.0
2025-04-15,T92,Terra Uranium Ltd,Energy,3195916.25,96845947.0,0.035,0.033,89004.0,-5.71
2025-04-15,TMB,Tambourah Metals Ltd,Materials,3174931.24,117590046.0,0.027,0.027,20109.0,0.0
2025-04-15,TEM,Tempest Minerals Ltd,Materials,3172649.19,634529837.0,0.005,0.005,0.0,0.0
2025-04-15,CDE,Codeifai Ltd,Commercial & Professional Services,3170314.02,3170314015.0,0.001,0.001,0.0,0.0
2025-04-15,AFA,Asf Group Ltd,Financial Services,3169590.14,792397534.0,0.004,0.004,5727.0,0.0
2025-04-15,CGO,CPT Global Ltd,Software & Services,3142302.38,41897365.0,0.075,0.075,0.0,0.0
2025-04-15,ADC,Acdc Metals Ltd,Materials,3140555.46,74775130.0,0.042,0.042,0.0,0.0
2025-04-15,8IH,8I Holdings Ltd,Financial Services,3133447.75,348160861.0,0.009,0.009,60000.0,0.0
2025-04-15,CBH,Coolabah Metals Ltd,Materials,3130323.91,44718913.0,0.07,0.07,0.0,0.0
2025-04-15,CUL,Cullen Resources Ltd,Materials,3120308.32,693401849.0,0.004,0.0045,505454.0,12.5
2025-04-15,RBR,RBR Group Ltd,Materials,3120284.77,3120284775.0,0.001,0.001,0.0,0.0
2025-04-15,M3M,M3 Mining Ltd,Materials,3100798.84,83805374.0,0.037,0.037,84926.0,0.0
2025-04-15,M24,Mamba Exploration Ltd,Materials,3099238.91,295165610.0,0.0105,0.0105,50000.0,0.0
2025-04-15,1TT,Thrive Tribe Technologies Ltd,Software & Services,3047584.56,2031723038.0,0.0015,0.0015,0.0,0.0
2025-04-15,BGE,Bridge Saas Ltd,Software & Services,2997888.0,199859200.0,0.016,0.015,2481299.0,-6.25
2025-04-15,EQS,Equity Story Group Ltd,Financial Services,2984767.0,165820389.0,0.018,0.018,200000.0,0.0
2025-04-15,CPM,Cooper Metals Ltd,Materials,2977514.7,78355650.0,0.037,0.038,5000.0,2.7
2025-04-15,CT1,Constellation Technologies Ltd,Technology Hardware & Equipment,2949467.41,1474733703.0,0.002,0.002,0.0,0.0
2025-04-15,KOR,Korab Resources Ltd,Materials,2936400.0,367050000.0,0.008,0.008,0.0,0.0
2025-04-15,XPN,Xpon Technologies Group Ltd,Software & Services,2899531.96,362441495.0,0.008,0.008,0.0,0.0
2025-04-15,XST,Xstate Resources Ltd,Energy,2893672.35,321519150.0,0.009,0.009,0.0,0.0
2025-04-15,CPO,Culpeo Minerals Ltd,Materials,2859508.9,219962223.0,0.013,0.013,12321.0,0.0
2025-04-15,ACS,Accent Resources NL,Materials,2838763.7,473127283.0,0.006,0.006,0.0,0.0
2025-04-15,IPB,IPB Petroleum Ltd,Energy,2825612.24,706403060.0,0.004,0.004,100000.0,0.0
2025-04-15,JAY,Jayride Group Ltd,Transportation,2823451.08,1411725542.0,0.002,0.002,0.0,0.0
2025-04-15,IBX,Imagion Biosystems Ltd,Health Care Equipment & Services,2818779.81,201341415.0,0.014,0.014,92517.0,0.0
2025-04-15,DAF,Discovery Alaska Ltd,Materials,2810816.38,234234698.0,0.012,0.012,0.0,0.0
2025-04-15,SNX,Sierra Nevada Gold Inc,Materials,2776386.03,163316825.0,0.017,0.017,0.0,0.0
2025-04-15,SFM,Santa Fe Minerals Ltd,Materials,2767113.98,72818789.0,0.038,0.038,0.0,0.0
2025-04-15,DTM,Dart Mining NL,Materials,2751055.66,687763914.0,0.005,0.004,751115.0,-20.0
2025-04-15,AUH,Austchina Holdings Ltd,Energy,2750383.64,2750383635.0,0.001,0.001,0.0,0.0
2025-04-15,ERG,Eneco Refresh Ltd,"Food, Beverage & Tobacco",2723583.47,272358347.0,0.01,0.01,0.0,0.0
2025-04-15,PFT,Pure Foods Tasmania Ltd,"Food, Beverage & Tobacco",2708512.42,135425621.0,0.022,0.02,7262.0,-9.09
2025-04-15,OLI,Oliver's Real Food Ltd,Consumer Services,2703659.58,540731917.0,0.003,0.005,2041401.0,66.67
2025-04-15,DMM,DMC Mining Ltd,Materials,2688300.0,46350000.0,0.058,0.058,0.0,0.0
2025-04-15,RMI,Resource Mining Corporation Ltd,Materials,2661622.95,665405737.0,0.004,0.004,0.0,0.0
2025-04-15,PKD,Parkd Ltd,Commercial & Professional Services,2652353.99,104013882.0,0.0255,0.0255,0.0,0.0
2025-04-15,CDR,Codrus Minerals Ltd,Materials,2646200.06,165387504.0,0.016,0.016,0.0,0.0
2025-04-15,APC,APC Minerals Ltd,Materials,2636400.36,292933373.0,0.009,0.009,396.0,0.0
2025-04-15,AOH,Assetora Ltd,Financial Services,2631677.56,239243415.0,0.011,0.011,0.0,0.0
2025-04-15,GNM,Great Northern Minerals Ltd,Materials,2628694.31,154629077.0,0.015,0.017,225320.0,13.33
2025-04-15,AOA,Ausmon Resources Ltd,Materials,2622426.85,1311213424.0,0.002,0.002,0.0,0.0
2025-04-15,PBL,Parabellum Resources Ltd,Materials,2616600.04,62300001.0,0.042,0.042,0.0,0.0
2025-04-15,CTQ,Careteq Ltd,Health Care Equipment & Services,2608305.92,237118720.0,0.011,0.011,0.0,0.0
2025-04-15,FTC,Fintech Chain Ltd,Financial Services,2603078.35,650769588.0,0.004,0.004,0.0,0.0
2025-04-15,PVW,PVW Resources Ltd,Materials,2585762.11,198904778.0,0.013,0.013,21.0,0.0
2025-04-15,OEQ,Orion Equities Ltd,Financial Services,2582122.62,15649228.0,0.155,0.165,6471.0,6.45
2025-04-15,ACM,Australian Critical Minerals Ltd,Materials,2578816.25,35326250.0,0.073,0.073,0.0,0.0
2025-04-15,C7A,Clara Resources Australia Ltd,Materials,2558021.39,511604277.0,0.005,0.005,1401963.0,0.0
2025-04-15,EMT,Emetals Ltd,Not Applic,2550000.0,850000000.0,0.003,0.003,0.0,0.0
2025-04-15,BMO,Bastion Minerals Ltd,Materials,2534173.99,844724664.0,0.003,0.003,0.0,0.0
2025-04-15,TTI,Traffic Technologies Ltd,Transportation,2514294.14,1257147072.0,0.002,0.002,0.0,0.0
2025-04-15,WC1,West Cobar Metals Ltd,Materials,2508191.53,179156538.0,0.016,0.014,546177.0,-12.5
2025-04-15,PHL,Propell Holdings Ltd,Financial Services,2505043.04,278338116.0,0.009,0.009,0.0,0.0
2025-04-15,KLL,Kalium Lakes Ltd,Materials,2499438.4,99977536.0,0.025,0.025,0.0,0.0
2025-04-15,AS2,Askari Metals Ltd,Materials,2498705.56,277633951.0,0.008,0.009,775664.0,12.5
2025-04-15,LKY,Locksley Resources Ltd,Materials,2493333.31,146666665.0,0.017,0.017,0.0,0.0
2025-04-15,M2R,Miramar Resources Ltd,Materials,2492058.21,996823285.0,0.0025,0.0025,366666.0,0.0
2025-04-15,DUN,Dundas Minerals Ltd,Materials,2466021.96,107218346.0,0.023,0.023,150000.0,0.0
2025-04-15,AAJ,Aruma Resources Ltd,Materials,2442639.89,222058172.0,0.011,0.011,0.0,0.0
2025-04-15,SQX,SQX Resources Ltd,Materials,2437500.0,31250000.0,0.078,0.078,0.0,0.0
2025-04-15,RAS,Ragusa Minerals Ltd,Materials,2424179.36,142598786.0,0.017,0.017,103870.0,0.0
2025-04-15,NTM,NT Minerals Ltd,Materials,2421805.83,1210902915.0,0.002,0.002,230000.0,0.0
2025-04-15,MPR,Mpower Group Ltd,Financial Services,2405922.95,343703279.0,0.007,0.007,0.0,0.0
2025-04-15,WBE,Whitebark Energy Ltd,Energy,2399440.7,399906784.0,0.006,0.006,1648959.0,0.0
2025-04-15,AUR,Auris Minerals Ltd,Materials,2383129.79,476625957.0,0.005,0.005,0.0,0.0
2025-04-15,CZN,Corazon Mining Ltd,Materials,2369144.51,1184572256.0,0.002,0.002,27143.0,0.0
2025-04-15,KFM,Kingfisher Mining Ltd,Materials,2363460.04,53715001.0,0.044,0.044,26740.0,0.0
2025-04-15,SBR,Sabre Resources Ltd,Materials,2357771.6,392961933.0,0.007,0.006,414667.0,-14.29
2025-04-15,SMM,Somerset Minerals Ltd,Materials,2357031.77,261892419.0,0.009,0.009,54999.0,0.0
2025-04-15,ENT,Enterprise Metals Ltd,Materials,2356634.5,1178317251.0,0.002,0.002,0.0,0.0
2025-04-15,MRD,Mount Ridley Mines Ltd,Materials,2335467.03,778489010.0,0.003,0.003,0.0,0.0
2025-04-15,PGS,Progress 2024-2 Trust,Not Applic,2311774.38,53762195.0,0.041,0.043,1569759.0,4.88
2025-04-15,CUS,Copper Search Ltd,Materials,2254803.47,118673867.0,0.02,0.019,47907.0,-5.0
2025-04-15,MKL,Mighty Kingdom Ltd,Media & Entertainment,2254353.86,322050552.0,0.007,0.007,75000.0,0.0
2025-04-15,BP8,BPH Global Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",2239453.95,746484651.0,0.003,0.003,5111847.0,0.0
2025-04-15,GSM,Golden State Mining Ltd,Materials,2234965.04,279370630.0,0.008,0.008,12267.0,0.0
2025-04-15,BOA,BOA Resources Ltd,Materials,2220351.25,123352847.0,0.018,0.018,0.0,0.0
2025-04-15,VRL,Verity Resources Ltd,Materials,2212086.73,184340561.0,0.013,0.012,1017770.0,-7.69
2025-04-15,GCR,Golden Cross Resources Ltd,Materials,2194512.22,1097256110.0,0.002,0.002,0.0,0.0
2025-04-15,MOH,Moho Resources Ltd,Materials,2192623.72,730874574.0,0.003,0.003,685533.0,0.0
2025-04-15,HXL,Hexima Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",2171515.18,167039629.0,0.013,0.013,0.0,0.0
2025-04-15,OB1,Orbminco Ltd,Materials,2166590.08,2166590082.0,0.001,0.001,0.0,0.0
2025-04-15,HCD,Hydrocarbon Dynamics Ltd,Energy,2156218.56,1078109280.0,0.002,0.002,3500.0,0.0
2025-04-15,TKL,Traka Resources Ltd,Materials,2125790.24,2125790241.0,0.001,0.001,3000000.0,0.0
2025-04-15,AM7,Arcadia Minerals Ltd,Materials,2112901.79,117383433.0,0.018,0.018,32000.0,0.0
2025-04-15,WEL,Winchester Energy Ltd,Energy,2044528.42,1363018946.0,0.0015,0.0015,0.0,0.0
2025-04-15,OCT,Octava Minerals Ltd,Materials,2013307.13,61009307.0,0.033,0.033,498.0,0.0
2025-04-15,WSR,Westar Resources Ltd,Materials,1993624.06,398724813.0,0.006,0.005,1387999.0,-16.67
2025-04-15,DMG,Dragon Mountain Gold Ltd,Materials,1973358.32,394671665.0,0.005,0.005,0.0,0.0
2025-04-15,OM1,Omnia Metals Group Ltd,Materials,1953825.33,217091703.0,0.009,0.009,443616.0,0.0
2025-04-15,AO1,Assetowl Ltd,Software & Services,1947129.76,1947129761.0,0.001,0.001,0.0,0.0
2025-04-15,AIV,Activex Ltd,Materials,1939523.19,215502577.0,0.009,0.009,0.0,0.0
2025-04-15,YAR,Yari Minerals Ltd,Materials,1929431.25,482357813.0,0.004,0.004,0.0,0.0
2025-04-15,TX3,Trinex Minerals Ltd,Materials,1928652.29,1928652291.0,0.001,0.001,710.0,0.0
2025-04-15,RAN,Range International Ltd,Materials,1878580.64,939290320.0,0.0025,0.002,33594.0,-20.0
2025-04-15,IVT,Inventis Ltd,Commercial & Professional Services,1834185.29,76424387.0,0.024,0.024,0.0,0.0
2025-04-15,DBO,Diablo Resources Ltd,Materials,1803500.01,128821429.0,0.014,0.014,0.0,0.0
2025-04-15,DY6,DY6 Metals Ltd,Class Pend,1764379.16,50410833.0,0.035,0.035,0.0,0.0
2025-04-15,TFL,Tasfoods Ltd,"Food, Beverage & Tobacco",1748382.06,437095516.0,0.004,0.004,0.0,0.0
2025-04-15,MOM,Moab Minerals Ltd,Materials,1733666.03,1733666032.0,0.001,0.001,0.0,0.0
2025-04-15,PIM,Pinnacle Minerals Ltd,Materials,1727606.05,45463317.0,0.038,0.038,0.0,0.0
2025-04-15,RIE,Riedel Resources Ltd,Materials,1723478.45,55596079.0,0.031,0.031,0.0,0.0
2025-04-15,LRD,Lord Resources Ltd,Materials,1703372.29,77426013.0,0.022,0.022,0.0,0.0
2025-04-15,MTB,Mount Burgess Mining NL,Materials,1697687.23,339537446.0,0.005,0.005,0.0,0.0
2025-04-15,CNJ,Conico Ltd,Materials,1662411.11,237487301.0,0.007,0.007,0.0,0.0
2025-04-15,CRB,Carbine Resources Ltd,Materials,1655213.27,551737756.0,0.003,0.003,100001.0,0.0
2025-04-15,PLG,Pearl Gull Iron Ltd,Materials,1636334.32,204541790.0,0.008,0.008,0.0,0.0
2025-04-15,RFA,Rare Foods Australia Ltd,"Food, Beverage & Tobacco",1631899.46,271983244.0,0.006,0.006,112862.0,0.0
2025-04-15,BSN,Basin Energy Ltd,Energy,1596781.08,122829314.0,0.013,0.013,50000.0,0.0
2025-04-15,RLC,Reedy Lagoon Corporation Ltd,Materials,1553413.35,776706676.0,0.002,0.002,957396.0,0.0
2025-04-15,CLZ,Classic Minerals Ltd,Materials,1544025.56,1544025557.0,0.001,0.001,0.0,0.0
2025-04-15,SRY,Story-I Ltd,Consumer Discretionary Distribution & Retail,1505619.43,376404857.0,0.004,0.004,0.0,0.0
2025-04-15,IFG,Infocus Group Holdings Ltd,Software & Services,1504188.25,250698042.0,0.006,0.006,1900589.0,0.0
2025-04-15,AOK,Australian Oil Company Ltd,Energy,1502674.5,1001782997.0,0.0015,0.0015,0.0,0.0
2025-04-15,KEY,KEY Petroleum Ltd,Energy,1485590.62,25179502.0,0.047,0.059,9142.0,25.53
2025-04-15,WFL,Wellfully Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",1478832.41,492944138.0,0.003,0.003,0.0,0.0
2025-04-15,OAK,Oakridge International Ltd,Software & Services,1430889.12,26997908.0,0.053,0.053,174.0,0.0
2025-04-15,GO2,The GO2 People Ltd,Commercial & Professional Services,1399997.8,99999843.0,0.014,0.014,0.0,0.0
2025-04-15,SLZ,Sultan Resources Ltd,Materials,1388819.46,231469910.0,0.006,0.006,0.0,0.0
2025-04-15,CYQ,CYCLIQ Group Ltd,Consumer Durables & Apparel,1381549.97,460516658.0,0.003,0.003,356155.0,0.0
2025-04-15,IS3,I Synergy Group Ltd,Software & Services,1332624.57,444208191.0,0.003,0.003,0.0,0.0
2025-04-15,ATM,Aneka Tambang (Persero) TBK (PT),Materials,1290612.51,1303649.0,0.99,0.99,0.0,0.0
2025-04-15,ANR,Anatara Lifesciences Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",1280302.36,213383727.0,0.006,0.006,0.0,0.0
2025-04-15,CR9,Corella Resources Ltd,Materials,1269814.63,634907316.0,0.002,0.002,0.0,0.0
2025-04-15,TI1,Tombador Iron Ltd,Materials,1208545.58,86324684.0,0.014,0.014,0.0,0.0
2025-04-15,QUE,Queste Communications Ltd,Financial Services,1191182.61,27072332.0,0.044,0.044,0.0,0.0
2025-04-15,KLR,Kaili Resources Ltd,Energy,1179202.9,147400363.0,0.008,0.008,0.0,0.0
2025-04-15,PRM,Prominence Energy Ltd,Energy,1167529.16,389176388.0,0.003,0.003,0.0,0.0
2025-04-15,EMS,Eastern Metals Ltd,Materials,1136762.45,113676245.0,0.01,0.01,0.0,0.0
2025-04-15,AVW,Avira Resources Ltd,Materials,1098676.37,183112729.0,0.006,0.006,1251510.0,0.0
2025-04-15,OKJ,Oakajee Corporation Ltd,Materials,1097352.36,91446030.0,0.012,0.012,0.0,0.0
2025-04-15,SAN,Sagalio Energy Ltd,Energy,1023300.65,204660130.0,0.005,0.005,0.0,0.0
2025-04-15,FCG,Freedom Care Group Holdings Ltd,Health Care Equipment & Services,883704.63,23883909.0,0.037,0.037,0.0,0.0
2025-04-15,T3D,333D Ltd,Commercial & Professional Services,880917.39,176183477.0,0.005,0.005,140140.0,0.0
2025-04-15,WNR,Wingara AG Ltd,"Food, Beverage & Tobacco",877712.52,175542504.0,0.006,0.005,135170.0,-16.67
2025-04-15,OPN,Openn Negotiation Ltd,Commercial & Professional Services,677506.23,112917705.0,0.006,0.006,0.0,0.0
2025-04-15,RPG,Raptis Group Ltd,Real Estate Management & Development,634863.58,63486358.0,0.01,0.01,0.0,0.0
2025-04-15,BEL,Bentley Capital Ltd,Not Applic,609023.34,76127918.0,0.008,0.008,0.0,0.0
2025-04-15,ICU,Investor Centre Ltd,Financial Services,609022.67,304511335.0,0.0015,0.002,509182.0,33.33
2025-04-15,MSG,MCS Services Ltd,Commercial & Professional Services,594298.96,198099652.0,0.003,0.003,0.0,0.0
2025-04-15,MBX,My Foodie BOX Ltd,Consumer Staples Distribution & Retail,556653.34,139163335.0,0.004,0.004,0.0,0.0
2025-04-15,MSI,Multistack International Ltd,Capital Goods,545215.7,136303924.0,0.004,0.004,0.0,0.0
2025-04-15,TTA,TTA Holdings Ltd,Consumer Discretionary Distribution & Retail,412270.23,137423410.0,0.003,0.003,0.0,0.0
2025-04-15,LAW,Lawfinance Ltd,Financial Services,319338.28,63867656.0,0.005,0.005,0.0,0.0
2025-04-15,WSE,Series 2021-1 WST Trust,Not Applic,182381.1,6079370.0,0.03,0.03,,0.0
2025-04-15,CDT,Castle Minerals Ltd,Materials,128519.14,64259570.0,0.003,0.002,771452.0,-33.33
2025-04-15,SCT,Scout Security Ltd,Consumer Services,98895.61,14127944.0,0.007,0.007,0.0,0.0
2025-04-15,XTC,XTC Lithium Ltd,Materials,87641.36,87641361.0,0.001,0.001,0.0,0.0
2025-04-15,LKO,Lakes Blue Energy NL,Energy,58770.71,58770705.0,0.001,0.001,0.0,0.0
2025-04-15,RNE,Renu Energy Ltd,Utilities,8859.6,8859601.0,0.001,0.001,0.0,0.0
