Info Date,Ticker,Company,Sector,Market Cap,Shares Outstanding,Open,Close,Volume,Change (%)
2025-04-15,FRX,Flexiroam Ltd,Telecommunication Services,7586992.97,1517398594.0,0.005,0.005,0.0,0.0
2025-04-15,LPM,Lithium Plus Minerals Ltd,Materials,7571880.0,132840000.0,0.057,0.057,0.0,0.0
2025-04-15,AHK,Ark Mines Ltd,Materials,7485265.76,55446413.0,0.14,0.135,24498.0,-3.57
2025-04-15,ICE,Icetana Ltd,Software & Services,7448425.08,438142652.0,0.017,0.017,0.0,0.0
2025-04-15,BCM,Brazilian Critical Minerals Ltd,Materials,7440710.12,1062958588.0,0.008,0.007,1052531.0,-12.5
2025-04-15,ERL,Empire Resources Ltd,Materials,7419566.22,1483913244.0,0.005,0.005,562200.0,0.0
2025-04-15,MMR,Mec Resources Ltd,Energy,7399063.4,1849765850.0,0.004,0.004,1277500.0,0.0
2025-04-15,KGD,Kula Gold Ltd,Materials,7370029.48,921253685.0,0.007,0.008,4870037.0,14.29
2025-04-15,ORP,Orpheus Uranium Ltd,Materials,7356122.31,237294268.0,0.028,0.031,394643.0,10.71
2025-04-15,GGE,Grand Gulf Energy Ltd,Energy,7351161.45,2450387149.0,0.002,0.003,53567629.0,50.0
2025-04-15,LHM,Land & Homes Group Ltd,Real Estate Management & Development,7345725.01,1049389287.0,0.007,0.007,0.0,0.0
2025-04-15,TG6,TG Metals Ltd,Materials,7302392.38,74514208.0,0.094,0.098,237799.0,4.26
2025-04-15,NVQ,Noviqtech Ltd,Software & Services,7294559.95,251536550.0,0.03,0.029,473621.0,-3.33
2025-04-15,ECT,Environmental Clean Technologies Ltd,Commercial & Professional Services,7293620.76,3646810379.0,0.002,0.002,1500137.0,0.0
2025-04-15,GIB,Gibb River Diamonds Ltd,Materials,7293321.13,214509445.0,0.032,0.034,74580.0,6.25
2025-04-15,KNG,Kingsland Minerals Ltd,Materials,7256091.1,72560911.0,0.1,0.1,0.0,0.0
2025-04-15,SRN,Surefire Resources NL,Materials,7248923.44,2416307813.0,0.0025,0.003,1179004.0,20.0
2025-04-15,SLA,Solara Minerals Ltd,Materials,7248102.88,57984823.0,0.125,0.125,0.0,0.0
2025-04-15,OLL,Openlearning Ltd,Software & Services,7240119.61,482674641.0,0.015,0.015,30007.0,0.0
2025-04-15,IVG,Invert Graphite Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",7227230.62,225850957.0,0.032,0.032,0.0,0.0
2025-04-15,IMI,Infinity Mining Ltd,Materials,7191268.21,423015777.0,0.017,0.017,0.0,0.0
2025-04-15,X2M,X2M Connect Ltd,Technology Hardware & Equipment,7188483.84,378341255.0,0.019,0.019,0.0,0.0
2025-04-15,KCC,Kincora Copper Ltd,Materials,7171943.22,247308387.0,0.024,0.029,922821.0,20.83
2025-04-15,LCL,LCL Resources Ltd,Materials,7168876.24,1194812707.0,0.006,0.006,361668.0,0.0
2025-04-15,VEN,Vintage Energy Ltd,Energy,7155687.46,1788921865.0,0.003,0.004,68381.0,33.33
2025-04-15,LLI,Loyal Lithium Ltd,Materials,7152047.47,100733063.0,0.067,0.071,39364.0,5.97
2025-04-15,ASR,Asra Minerals Ltd,Materials,7119380.49,2373126829.0,0.003,0.003,9850833.0,0.0
2025-04-15,THR,Thor Energy Plc,Materials,7107898.35,710789835.0,0.011,0.01,212500.0,-9.09
2025-04-15,PFE,Pantera Lithium Ltd,Materials,7106755.32,473783688.0,0.017,0.015,1613746.0,-11.76
2025-04-15,SIV,SIV Capital Ltd,Capital Goods,7102925.85,47352839.0,0.15,0.15,0.0,0.0
2025-04-15,SMX,Strata Minerals Ltd,Materials,7080306.56,244148502.0,0.03,0.029,779949.0,-3.33
2025-04-15,T88,Taiton Resources Ltd,Materials,7073450.91,74457378.0,0.095,0.095,0.0,0.0
2025-04-15,ALY,Alchemy Resources Ltd,Materials,7068457.54,1178076256.0,0.006,0.006,0.0,0.0
2025-04-15,ENV,Enova Mining Ltd,Materials,7067503.89,1413500778.0,0.006,0.005,240000.0,-16.67
2025-04-15,KNM,Kneomedia Ltd,Media & Entertainment,7022540.29,3511270143.0,0.002,0.002,0.0,0.0
2025-04-15,SRH,Saferoads Holdings Ltd,Transportation,6992864.8,43705405.0,0.16,0.16,0.0,0.0
2025-04-15,ADG,Adelong Gold Ltd,Materials,6987430.99,1397486198.0,0.005,0.005,5345000.0,0.0
2025-04-15,KM1,Kali Metals Ltd,Materials,6982023.84,79341180.0,0.088,0.088,13639.0,0.0
2025-04-15,C29,C29 Metals Ltd,Materials,6967529.44,174188236.0,0.036,0.04,262234.0,11.11
2025-04-15,VMG,VDM Group Ltd,Capital Goods,6927660.95,6927660952.0,0.001,0.001,0.0,0.0
2025-04-15,LOM,Lucapa Diamond Company Ltd,Materials,6911106.87,460740458.0,0.015,0.015,60641.0,0.0
2025-04-15,FME,Future Metals NL,Energy,6900485.94,575040495.0,0.011,0.012,55666.0,9.09
2025-04-15,RON,Ronin Resources Ltd,Materials,6863751.7,40375010.0,0.17,0.17,0.0,0.0
2025-04-15,PNN,Power Minerals Ltd,Materials,6831292.38,113854873.0,0.06,0.06,0.0,0.0
2025-04-15,ADR,Adherium Ltd,Health Care Equipment & Services,6823666.88,758185209.0,0.009,0.009,0.0,0.0
2025-04-15,VSR,Voltaic Strategic Resources Ltd,Energy,6810602.57,567550214.0,0.012,0.012,1000087.0,0.0
2025-04-15,HTM,High-Tech Metals Ltd,Materials,6797881.98,37766011.0,0.18,0.18,0.0,0.0
2025-04-15,CUF,Cufe Ltd,Materials,6732874.33,1346574865.0,0.005,0.005,0.0,0.0
2025-04-15,SCP,Scalare Partners Holdings Ltd,Consumer Staples Distribution & Retail,6686869.37,40526481.0,0.165,0.165,3243.0,0.0
2025-04-15,MNC,Merino & Co. Ltd,Consumer Durables & Apparel,6634571.25,53076570.0,0.125,0.125,140.0,0.0
2025-04-15,BUR,Burley Minerals Ltd,Materials,6616321.54,150370944.0,0.044,0.044,0.0,0.0
2025-04-15,1MC,Morella Corporation Ltd,Materials,6605310.06,330265503.0,0.018,0.02,162929.0,11.11
2025-04-15,AXP,AXP Energy Ltd,Energy,6574680.67,6574680675.0,0.001,0.001,0.0,0.0
2025-04-15,W2V,Way 2 Vat Ltd,Software & Services,6538000.99,934000141.0,0.007,0.007,0.0,0.0
2025-04-15,DM1,Desert Metals Ltd,Materials,6516411.54,325820577.0,0.021,0.02,1191726.0,-4.76
2025-04-15,NES,Nelson Resources Ltd,Materials,6515782.98,2171927661.0,0.003,0.003,50000.0,0.0
2025-04-15,SGA,Sarytogan Graphite Ltd,Materials,6515399.77,180983327.0,0.039,0.036,513739.0,-7.69
2025-04-15,EEL,Enrg Elements Ltd,Materials,6507557.3,3253778652.0,0.001,0.002,162838350.0,100.0
2025-04-15,SHP,South HARZ Potash Ltd,Materials,6495472.25,1082578708.0,0.006,0.006,60000.0,0.0
2025-04-15,E79,E79 Gold Mines Ltd,Materials,6494917.99,158412634.0,0.041,0.041,1134574.0,0.0
2025-04-15,BCC,Beam Communications Holdings Ltd,Technology Hardware & Equipment,6481644.08,86421921.0,0.075,0.075,0.0,0.0
2025-04-15,CHM,Chimeric Therapeutics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",6480599.38,1620149846.0,0.004,0.004,1535806.0,0.0
2025-04-15,ALB,Albion Resources Ltd,Materials,6464733.32,131933333.0,0.051,0.049,58737.0,-3.92
2025-04-15,PAT,Patriot Lithium Ltd,Materials,6447316.21,126417965.0,0.051,0.051,10000.0,0.0
2025-04-15,GLH,Global Health Ltd,Health Care Equipment & Services,6443198.85,58574535.0,0.11,0.11,49527.0,0.0
2025-04-15,MOZ,Mosaic Brands Ltd,Consumer Discretionary Distribution & Retail,6426231.88,178506441.0,0.036,0.036,0.0,0.0
2025-04-15,FFF,Forbidden Foods Ltd,"Food, Beverage & Tobacco",6408918.36,712102040.0,0.009,0.009,0.0,0.0
2025-04-15,BUX,Buxton Resources Ltd,Materials,6405821.64,266909235.0,0.025,0.024,413041.0,-4.0
2025-04-15,EXL,Elixinol Wellness Ltd,Household & Personal Products,6403783.97,220820137.0,0.03,0.029,160047.0,-3.33
2025-04-15,TAR,Taruga Minerals Ltd,Materials,6354241.06,706026785.0,0.009,0.009,2710654.0,0.0
2025-04-15,PRX,Prodigy Gold NL,Materials,6350111.1,3175055551.0,0.002,0.002,2268025.0,0.0
2025-04-15,ALM,Alma Metals Ltd,Energy,6345381.2,1586345300.0,0.004,0.004,500000.0,0.0
2025-04-15,NYM,Narryer Metals Ltd,Materials,6337972.91,176054803.0,0.037,0.036,157422.0,-2.7
2025-04-15,POH,Progress 2023-2 Trust,Not Applic,6309829.68,1577457420.0,0.005,0.004,751149.0,-20.0
2025-04-15,AX8,Accelerate Resources Ltd,Materials,6297509.7,787188712.0,0.006,0.008,2898614.0,33.33
2025-04-15,I88,Infini Resources Ltd,Materials,6284402.28,52370019.0,0.115,0.12,82584.0,4.35
2025-04-15,TRI,Trivarx Ltd,Health Care Equipment & Services,6272343.52,570213047.0,0.012,0.011,90323.0,-8.33
2025-04-15,BGT,Bio-Gene Technology Ltd,Materials,6242208.67,201361570.0,0.031,0.031,0.0,0.0
2025-04-15,ID8,Identitii Ltd,Software & Services,6224108.36,778013545.0,0.009,0.008,189999.0,-11.11
2025-04-15,L1M,Lightning Minerals Ltd,Materials,6199699.14,103328319.0,0.06,0.06,4813.0,0.0
2025-04-15,MTL,Mantle Minerals Ltd,Materials,6197445.83,6197445834.0,0.001,0.001,515408.0,0.0
2025-04-15,LNU,Linius Technologies Ltd,Software & Services,6151215.71,6151215714.0,0.001,0.001,5500000.0,0.0
2025-04-15,AMS,Atomos Ltd,Consumer Durables & Apparel,6075092.36,1215018471.0,0.005,0.005,61475.0,0.0
2025-04-15,GLA,Gladiator Resources Ltd,Materials,6066374.62,758296827.0,0.008,0.008,0.0,0.0
2025-04-15,LSR,Lodestar Minerals Ltd,Materials,6050052.62,318423822.0,0.019,0.019,469993.0,0.0
2025-04-15,FNR,Far Northern Resources Ltd,Materials,6039873.9,40265826.0,0.15,0.15,25000.0,0.0
2025-04-15,TMX,Terrain Minerals Ltd,Materials,6010669.8,2003556601.0,0.003,0.003,25061387.0,0.0
2025-04-15,CAZ,Cazaly Resources Ltd,Materials,5996938.88,461302991.0,0.013,0.013,0.0,0.0
2025-04-15,BFC,Beston Global Food Company Ltd,"Food, Beverage & Tobacco",5991140.68,1997046892.0,0.003,0.003,0.0,0.0
2025-04-15,RLG,Roolife Group Ltd,Media & Entertainment,5984125.11,1496031278.0,0.004,0.004,1501789.0,0.0
2025-04-15,H2G,GREENHY2 Ltd,Commercial & Professional Services,5981841.84,598184184.0,0.01,0.01,74615.0,0.0
2025-04-15,ALV,Alvo Minerals Ltd,Materials,5975103.19,117158886.0,0.056,0.051,377707.0,-8.93
2025-04-15,SW1,Swift Networks Group Ltd,Media & Entertainment,5972400.13,663600014.0,0.009,0.009,0.0,0.0
2025-04-15,ERW,Errawarra Resources Ltd,Materials,5965041.75,119300835.0,0.045,0.05,568268.0,11.11
2025-04-15,FUL,Fulcrum Lithium Ltd,Materials,5964500.0,75500000.0,0.08,0.079,40650.0,-1.25
2025-04-15,BM8,Battery Age Minerals Ltd,Materials,5956542.35,119130847.0,0.055,0.05,577716.0,-9.09
2025-04-15,RC1,Redcastle Resources Ltd,Materials,5948535.3,743566912.0,0.008,0.008,550000.0,0.0
2025-04-15,M2M,MT Malcolm Mines NL,Materials,5888366.09,226475619.0,0.025,0.026,2143736.0,4.0
2025-04-15,CR3,Core Energy Minerals Ltd,Materials,5838191.05,389212737.0,0.0115,0.015,1806770.0,30.43
2025-04-15,HAR,Haranga Resources Ltd,Materials,5819060.17,114099219.0,0.051,0.051,160525.0,0.0
2025-04-15,MML,Mclaren Minerals Ltd,Materials,5802218.53,141517525.0,0.041,0.041,5277.0,0.0
2025-04-15,MIO,Macarthur Minerals Ltd,Materials,5790299.79,199665510.0,0.029,0.029,8644.0,0.0
2025-04-15,BMH,Baumart Holdings Ltd,Capital Goods,5789790.28,144744757.0,0.04,0.04,0.0,0.0
2025-04-15,XGL,Xamble Group Ltd,Media & Entertainment,5763242.18,339014246.0,0.017,0.017,0.0,0.0
2025-04-15,PR2,Piche Resources Ltd,Not Applic,5760761.7,83489300.0,0.069,0.069,10507.0,0.0
2025-04-15,14D,1414 Degrees Ltd,Capital Goods,5755580.36,287779018.0,0.02,0.02,554716.0,0.0
2025-04-15,AQX,Alice QUEEN Ltd,Materials,5734450.34,1146890068.0,0.005,0.005,0.0,0.0
2025-04-15,EM2,Eagle Mountain Mining Ltd,Materials,5675186.45,1135037289.0,0.005,0.005,1091911.0,0.0
2025-04-15,GTG,Genetic Technologies Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",5671272.59,145417246.0,0.039,0.039,0.0,0.0
2025-04-15,RB6,RUBIX Resources Ltd,Materials,5530500.0,61450000.0,0.089,0.09,23747.0,1.12
2025-04-15,AML,Aeon Metals Ltd,Materials,5482003.11,1096400622.0,0.005,0.005,0.0,0.0
2025-04-15,VAR,Variscan Mines Ltd,Materials,5480003.94,782857706.0,0.007,0.007,419027.0,0.0
2025-04-15,MBK,Metal Bank Ltd,Materials,5472048.98,497458998.0,0.011,0.011,0.0,0.0
2025-04-15,G88,Golden Mile Resources Ltd,Materials,5442478.55,544247855.0,0.01,0.01,863690.0,0.0
2025-04-15,EV1,Evolution Energy Minerals Ltd,Materials,5439757.14,362650476.0,0.015,0.015,0.0,0.0
2025-04-15,ADS,Adslot Ltd,Software & Services,5434664.8,5434664801.0,0.001,0.001,19000.0,0.0
2025-04-15,LIO,Lion Energy Ltd,Energy,5426012.8,452167733.0,0.012,0.012,12000.0,0.0
2025-04-15,HWK,Hawk Resources Ltd,Materials,5418588.98,270929449.0,0.02,0.02,1077.0,0.0
2025-04-15,AUA,Audeara Ltd,Consumer Durables & Apparel,5398031.49,179934383.0,0.036,0.03,55546.0,-16.67
2025-04-15,GLL,Galilee Energy Ltd,Energy,5390876.37,673859546.0,0.008,0.008,1000.0,0.0
2025-04-15,NFL,Norfolk Metals Ltd,Materials,5319071.16,40915932.0,0.135,0.13,36097.0,-3.7
2025-04-15,EVE,EVE Health Group Ltd,Financial Services,5274482.66,5274482664.0,0.001,0.001,63382697.0,0.0
2025-04-15,IXC,INVEX Therapeutics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",5260769.36,75153848.0,0.07,0.07,0.0,0.0
2025-04-15,UCM,Uscom Ltd,Health Care Equipment & Services,5260017.08,250477004.0,0.021,0.021,5000.0,0.0
2025-04-15,MDI,Middle Island Resources Ltd,Materials,5235177.06,275535635.0,0.019,0.019,0.0,0.0
2025-04-15,EAT,Entertainment Rewards Ltd,Media & Entertainment,5235144.06,1308786015.0,0.004,0.004,0.0,0.0
2025-04-15,DGR,DGR Global Ltd,Materials,5218479.89,1043695978.0,0.005,0.005,11000000.0,0.0
2025-04-15,ICN,Icon Energy Ltd,Energy,5208082.0,868013667.0,0.006,0.006,0.0,0.0
2025-04-15,LYK,Lykos Metals Ltd,Materials,5179777.83,235444447.0,0.022,0.022,0.0,0.0
2025-04-15,AXL,Axel Ree Ltd,Materials,5141850.5,100820598.0,0.05,0.051,108111.0,2.0
2025-04-15,PPY,Papyrus Australia Ltd,Materials,5136135.6,570681733.0,0.009,0.009,339348.0,0.0
2025-04-15,IEQ,International Equities Corporation Ltd,Real Estate Management & Development,5128943.08,128223577.0,0.04,0.04,0.0,0.0
2025-04-15,CMB,Cambium Bio Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",5119146.48,18282666.0,0.28,0.28,0.0,0.0
2025-04-15,DVL,Dorsavi Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",5118665.48,731237925.0,0.007,0.007,1.0,0.0
2025-04-15,PLN,Pioneer Lithium Ltd,Materials,5107402.2,42561685.0,0.12,0.12,109694.0,0.0
2025-04-15,FL1,First Lithium Ltd,Materials,5097830.66,79653604.0,0.064,0.064,8500.0,0.0
2025-04-15,OZZ,OZZ Resources Ltd,Materials,5089156.43,92530117.0,0.055,0.055,0.0,0.0
2025-04-15,ASQ,Australian Silica Quartz Group Ltd,Materials,5073486.79,281860377.0,0.0175,0.018,122237.0,2.86
2025-04-15,NSB,Neuroscientific Biopharmaceuticals Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",5061170.45,144604870.0,0.035,0.035,0.0,0.0
2025-04-15,CAQ,CAQ Holdings Ltd,Real Estate Management & Development,5024503.97,717786281.0,0.007,0.007,0.0,0.0
2025-04-15,JNO,Juno Minerals Ltd,Materials,5021689.18,209237049.0,0.024,0.024,143486.0,0.0
2025-04-15,SRI,Sipa Resources Ltd,Materials,4996779.86,416398322.0,0.012,0.012,686878.0,0.0
2025-04-15,KTA,Krakatoa Resources Ltd,Materials,4961072.2,620134025.0,0.008,0.008,100.0,0.0
2025-04-15,UVA,Uvre Ltd,Materials,4936400.08,60200001.0,0.082,0.082,34000.0,0.0
2025-04-15,OLY,Olympio Metals Ltd,Commercial & Professional Services,4931768.63,88067297.0,0.056,0.056,0.0,0.0
2025-04-15,LNR,Lanthanein Resources Ltd,Materials,4887272.26,2443636128.0,0.002,0.002,9351.0,0.0
2025-04-15,ZLD,Zelira Therapeutics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",4877833.55,11897155.0,0.47,0.41,5942.0,-12.77
2025-04-15,LVE,Love Group Global Ltd,Software & Services,4864100.28,40534169.0,0.12,0.12,0.0,0.0
2025-04-15,MGU,Magnum Mining and Exploration Ltd,Materials,4856168.42,809361403.0,0.006,0.006,100674.0,0.0
2025-04-15,DDT,Datadot Technology Ltd,Automobiles & Components,4843811.13,1210952783.0,0.004,0.004,98117.0,0.0
2025-04-15,TOY,Toys'R'US ANZ Ltd,Consumer Discretionary Distribution & Retail,4840389.06,151262158.0,0.032,0.032,0.0,0.0
2025-04-15,OPL,Opyl Ltd,Software & Services,4824207.98,192968319.0,0.025,0.025,50000.0,0.0
2025-04-15,SHE,Stonehorse Energy Ltd,Energy,4791045.58,684435083.0,0.007,0.007,0.0,0.0
2025-04-15,HRE,Heavy Rare EARTHS Ltd,Materials,4784779.29,208033882.0,0.023,0.023,950.0,0.0
2025-04-15,KLI,Killi Resources Ltd,Materials,4767607.26,140223743.0,0.032,0.034,99992.0,6.25
2025-04-15,HPP,Health and Plant Protein Group Ltd,"Food, Beverage & Tobacco",4765937.27,113474697.0,0.042,0.042,0.0,0.0
2025-04-15,GTH,Gathid Ltd,Software & Services,4743447.14,263524841.0,0.018,0.018,0.0,0.0
2025-04-15,LU7,Lithium Universe Ltd,Materials,4715877.73,785979622.0,0.006,0.006,110141.0,0.0
2025-04-15,BLZ,BLAZE Minerals Ltd,Energy,4700843.42,1566947806.0,0.003,0.003,0.0,0.0
2025-04-15,GES,Genesis Resources Ltd,Materials,4697047.76,782841294.0,0.006,0.006,4799.0,0.0
2025-04-15,BUY,Bounty Oil & Gas NL,Energy,4684415.56,1561471854.0,0.003,0.003,328.0,0.0
2025-04-15,MEG,Megado Minerals Ltd,Materials,4616515.88,419683262.0,0.011,0.011,526755.0,0.0
2025-04-15,ENX,Enegex Ltd,Materials,4571064.62,380922052.0,0.012,0.012,10000.0,0.0
2025-04-15,CML,Connected Minerals Ltd,Technology Hardware & Equipment,4549403.32,41358212.0,0.11,0.11,20.0,0.0
2025-04-15,MGA,Metalsgrove Mining Ltd,Materials,4533060.0,105420000.0,0.044,0.043,338771.0,-2.27
2025-04-15,PKO,Peako Ltd,Materials,4463225.88,1487741960.0,0.003,0.003,0.0,0.0
2025-04-15,BIM,Bindi Metals Ltd,Materials,4427000.08,58250001.0,0.076,0.076,13157.0,0.0
2025-04-15,PLC,PREMIER1 Lithium Ltd,Materials,4416726.98,368060582.0,0.012,0.012,4875073.0,0.0
2025-04-15,ANX,ANAX Metals Ltd,Materials,4414037.83,882807567.0,0.006,0.005,7390141.0,-16.67
2025-04-15,AUG,Augustus Minerals Ltd,Materials,4410082.87,119191429.0,0.037,0.037,0.0,0.0
2025-04-15,PUR,Pursuit Minerals Ltd,Materials,4388294.37,99733963.0,0.046,0.044,243660.0,-4.35
2025-04-15,MEL,Metgasco Ltd,Energy,4372760.24,1457586745.0,0.003,0.003,0.0,0.0
2025-04-15,MQR,Marquee Resources Ltd,Materials,4369324.29,485480477.0,0.009,0.009,36717.0,0.0
2025-04-15,NWM,Norwest Minerals Ltd,Materials,4366075.59,485119510.0,0.009,0.009,0.0,0.0
2025-04-15,HYD,HYDRIX Ltd,Technology Hardware & Equipment,4364301.55,272768847.0,0.016,0.016,22000.0,0.0
2025-04-15,BHD,Benjamin Hornigold Ltd,Not Applic,4347943.38,24155241.0,0.18,0.18,0.0,0.0
2025-04-15,NGS,Nutritional Growth Solutions Ltd,Household & Personal Products,4335450.37,135482824.0,0.031,0.032,244629.0,3.23
2025-04-15,SP3,Spectur Ltd,Technology Hardware & Equipment,4314101.74,308150124.0,0.013,0.014,686227.0,7.69
2025-04-15,VBS,Vectus Biosystems Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",4262264.96,53278312.0,0.08,0.08,0.0,0.0
2025-04-15,EMU,EMU NL,Materials,4259231.0,193601409.0,0.022,0.022,25300.0,0.0
2025-04-15,BOD,BOD Science Ltd,Consumer Discretionary Distribution & Retail,4256123.83,177338493.0,0.024,0.024,0.0,0.0
2025-04-15,HAL,Halo Technologies Holdings Ltd,Financial Services,4245001.04,128636395.0,0.033,0.033,0.0,0.0
2025-04-15,ARC,ARC Funds Ltd,Financial Services,4207361.7,46234744.0,0.091,0.091,0.0,0.0
2025-04-15,CBY,Canterbury Resources Ltd,Materials,4146258.82,197440896.0,0.023,0.021,84900.0,-8.7
2025-04-15,FAU,First Au Ltd,Materials,4143986.55,2071993277.0,0.0025,0.002,251500.0,-20.0
2025-04-15,PR1,Pure Resources Ltd,Materials,4140791.46,46008794.0,0.09,0.09,0.0,0.0
2025-04-15,WYX,Western Yilgarn NL,Materials,4126832.37,137561079.0,0.028,0.03,44060.0,7.14
2025-04-15,AM5,Antares Metals Ltd,Materials,4118823.19,514852899.0,0.008,0.008,0.0,0.0
2025-04-15,PAB,PATRYS Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",4114894.67,2057447335.0,0.002,0.002,3100000.0,0.0
2025-04-15,AER,Aeeris Ltd,Media & Entertainment,4113136.05,73448858.0,0.056,0.056,0.0,0.0
2025-04-15,EDE,Eden Innovations Ltd,Energy,4109881.05,4109881048.0,0.001,0.001,0.0,0.0
2025-04-15,PSL,Paterson Resources Ltd,Materials,4104340.91,456037879.0,0.009,0.009,0.0,0.0
2025-04-15,HFY,Hubify Ltd,Telecommunication Services,4089090.36,511136295.0,0.008,0.008,0.0,0.0
2025-04-15,GGX,GAS2GRID Ltd,Energy,4077102.08,4077102078.0,0.001,0.001,0.0,0.0
2025-04-15,HPC,The Hydration Pharmaceuticals Company Ltd,Household & Personal Products,4069043.8,369913073.0,0.01,0.011,742378.0,10.0
2025-04-15,ABE,Australian Bond Exchange Holdings Ltd,Financial Services,4056052.14,112668115.0,0.035,0.036,70000.0,2.86
2025-04-15,D3E,D3 Energy Ltd,Energy,4053225.31,79475006.0,0.053,0.051,235000.0,-3.77
2025-04-15,NNG,Nexion Group Ltd,Software & Services,4046157.08,202307854.0,0.02,0.02,0.0,0.0
2025-04-15,GRL,Godolphin Resources Ltd,Materials,4039859.81,448873312.0,0.01,0.009,160000.0,-10.0
2025-04-15,SER,Strategic Energy Resources Ltd,Materials,4026199.98,671033330.0,0.005,0.006,7794.0,20.0
2025-04-15,A8G,Australasian Metals Ltd,Materials,3994391.03,57889725.0,0.066,0.069,25912.0,4.55
2025-04-15,MHC,Manhattan Corporation Ltd,Energy,3993281.27,234898898.0,0.017,0.017,58820.0,0.0
2025-04-15,BIT,Biotron Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",3981737.53,1327245843.0,0.003,0.003,1602975.0,0.0
2025-04-15,OD6,OD6 Metals Ltd,Materials,3981143.2,159245728.0,0.029,0.025,416924.0,-13.79
2025-04-15,AN1,Anagenics Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",3970562.88,496320360.0,0.008,0.008,0.0,0.0
2025-04-15,TG1,Techgen Metals Ltd,Materials,3966642.75,158665710.0,0.025,0.025,0.0,0.0
2025-04-15,LMS,Litchfield Minerals Ltd,Materials,3949588.44,28211346.0,0.12,0.14,221440.0,16.67
2025-04-15,QXR,QX Resources Ltd,Materials,3930986.6,1310328867.0,0.003,0.003,100000.0,0.0
2025-04-15,SUM,Summit Minerals Ltd,Materials,3920759.46,87127988.0,0.045,0.045,233346.0,0.0
2025-04-15,BSA,BSA Ltd,Commercial & Professional Services,3915538.69,75298821.0,0.048,0.052,35033.0,8.33
2025-04-15,PNT,Panther Metals Ltd,Materials,3911759.12,300904548.0,0.013,0.013,1150714.0,0.0
2025-04-15,CMO,Cosmo Metals Ltd,Materials,3906032.13,279002295.0,0.015,0.014,1267037.0,-6.67
2025-04-15,OMX,Orange Minerals NL,Materials,3888579.63,111102275.0,0.035,0.035,709885.0,0.0
2025-04-15,ZMM,ZIMI Ltd,Technology Hardware & Equipment,3869441.06,386944106.0,0.011,0.01,190837.0,-9.09
2025-04-15,NPM,Newpeak Metals Ltd,Materials,3864860.77,322071731.0,0.012,0.012,70000.0,0.0
2025-04-15,RNX,Renegade Exploration Ltd,Materials,3862090.27,1287363425.0,0.003,0.003,0.0,0.0
2025-04-15,1AD,Adalta Ltd,"Pharmaceuticals, Biotechnology & Life Sciences",3859336.55,643222759.0,0.006,0.006,7268.0,0.0
2025-04-15,ZEU,ZEUS Resources Ltd,Energy,3844038.9,640673150.0,0.006,0.006,200000.0,0.0
2025-04-15,IRX,Inhalerx Ltd,Health Care Equipment & Services,3842068.03,213448224.0,0.018,0.018,0.0,0.0
2025-04-15,GR8,Great Dirt Resources Ltd,Materials,3815663.67,29351259.0,0.13,0.13,0.0,0.0
2025-04-15,CTN,Catalina Resources Ltd,Materials,3790654.73,1516261892.0,0.0025,0.0025,2500000.0,0.0
2025-04-15,RLL,Rapid Lithium Ltd,Materials,3734834.09,1244944696.0,0.003,0.003,0.0,0.0
2025-04-15,DAL,Dalaroo Metals Ltd,Materials,3734278.84,248951923.0,0.015,0.015,40000.0,0.0
2025-04-15,OCN,Oceana Lithium Ltd,Materials,3712402.31,137496382.0,0.025,0.027,110669.0,8.0
2025-04-15,EE1,EARTHS Energy Ltd,Materials,3709749.53,529964218.0,0.007,0.007,0.0,0.0
2025-04-15,SLB,Stelar Metals Ltd,Materials,3686359.65,63557925.0,0.058,0.058,15000.0,0.0
2025-04-15,AYM,Australia United Mining Ltd,Materials,3685154.97,1842577485.0,0.002,0.002,0.0,0.0
2025-04-15,RML,Resolution Minerals Ltd,Materials,3680507.98,525786855.0,0.008,0.007,753964.0,-12.5
2025-04-15,THB,Thunderbird Resources Ltd,Materials,3654414.12,365441412.0,0.012,0.01,1191982.0,-16.67
2025-04-15,SMS,Star Minerals Ltd,Materials,3643359.67,151806653.0,0.024,0.024,647517.0,0.0
2025-04-15,PPG,Pro-Pac Packaging Ltd,Materials,3633754.22,181687711.0,0.018,0.02,126656.0,11.11
2025-04-15,HT8,Harris Technology Group Ltd,Transportation,3618616.75,328965159.0,0.011,0.011,1200.0,0.0
2025-04-15,BCT,Bluechiip Ltd,Technology Hardware & Equipment,3616878.09,1205626031.0,0.003,0.003,0.0,0.0
2025-04-15,DTI,DTI Group Ltd,Technology Hardware & Equipment,3588411.31,448551414.0,0.008,0.008,0.0,0.0
2025-04-15,TML,Timah Resources Ltd,Utilities,3550390.44,88759761.0,0.04,0.04,197.0,0.0
