File Name,codes
20250526/02950230.txt,['06012']
20250526/02950231.txt,"['06003', '06005', '06009', '09014', '06017']"
20250526/02950232.txt,['06018']
20250526/02950233.txt,['03026']
20250526/02950234.txt,"['06003', '06010', '06017']"
20250526/02950235.txt,['06020']
20250526/02950236.txt,['02001']
20250526/02950237.txt,['11001']
20250526/02950238.txt,['03026']
20250526/02950239.txt,['02009']
20250526/02950240.txt,['02009']
20250526/02950241.txt,['06013']
20250526/02950242.txt,['08003']
20250526/02950243.txt,['06013']
20250526/02950244.txt,['06020']
20250526/02950245.txt,"['09014', '11001']"
20250526/02950246.txt,"['03002', '06008']"
20250526/02950247.txt,['06027']
20250526/02950248.txt,"['10006', '10001', '10002', '10003']"
20250526/02950249.txt,['11001']
20250526/02950250.txt,['02009']
20250526/02950251.txt,['06013']
20250526/02950252.txt,['02009']
20250526/02950253.txt,['06020']
20250526/02950254.txt,['06021']
20250526/02950255.txt,['03014']
20250526/02950256.txt,['02009']
20250526/02950257.txt,['03014']
20250526/02950258.txt,"['10006', '10001', '10002', '10003']"
20250526/02950259.txt,['06020']
20250526/02950260.txt,['06020']
20250526/02950261.txt,['06018']
20250526/02950262.txt,['12008']
20250526/02950263.txt,['06027']
20250526/02950264.txt,['06018']
20250526/02950265.txt,['06020']
20250526/02950266.txt,"['03026', '15002']"
20250526/02950267.txt,['02009']
20250526/02950268.txt,['03016']
20250526/02950269.txt,['02009']
20250526/02950270.txt,['02001']
20250526/02950271.txt,['09001']
20250526/02950272.txt,['03026']
20250526/02950273.txt,['20003']
20250526/02950274.txt,['12018']
20250526/02950275.txt,['15002']
20250526/02950276.txt,['20007']
20250526/02950277.txt,['03016']
20250526/02950278.txt,"['03026', '15002']"
20250526/02950279.txt,['03016']
20250526/02950280.txt,['02009']
20250526/02950281.txt,['06013']
20250526/02950282.txt,['03016']
20250526/02950283.txt,['02002']
20250526/02950284.txt,['02003']
20250526/02950285.txt,"['16002', '06017']"
20250526/02950286.txt,['03002']
20250526/02950287.txt,['06009']
20250526/02950288.txt,"['08002', '08004']"
20250526/02950289.txt,['02002']
20250526/02950290.txt,['06027']
20250526/02950291.txt,['02009']
20250526/02950292.txt,['11001']
20250526/02950293.txt,"['10006', '10001', '10002', '10003']"
20250526/02950294.txt,['02009']
20250526/02950295.txt,['06020']
20250526/02950296.txt,['06020']
20250526/02950297.txt,['06020']
20250526/02950298.txt,['06020']
20250526/02950299.txt,['02009']
20250526/02950300.txt,"['03027', '14014']"
20250526/02950301.txt,['02009']
20250526/02950302.txt,['06020']
20250526/02950303.txt,['06018']
20250526/02950304.txt,"['11001', '16002']"
20250526/02950305.txt,['06005']
20250526/02950306.txt,['06005']
20250526/02950307.txt,"['10001', '10002', '10003']"
20250526/02950308.txt,['02009']
20250526/02950309.txt,"['10006', '10001', '10002']"
20250526/02950310.txt,['02002']
20250526/02950311.txt,['02009']
20250526/02950312.txt,['01009']
20250526/02950313.txt,"['12002', '12003']"
