ticker,snapshot_date,market_cap,beta,open_price,high,low,close_price,adjusted_close,volume,ema_50d,ema_200d,hi_250d,lo_250d,avgvol_14d,avgvol_50d,avgvol_200d
EGL,2025-05-08,95124496,0.406,0.24,0.245,0.24,0.245,0.245,76426,0.24,0.274,0.41,0.195,410719.0,387385.0,452633.0
EGL,2025-05-09,95124496,0.406,0.24,0.25,0.24,0.245,0.245,9396,0.24,0.278,0.41,0.195,410185.0,377569.0,449892.0
EGN,2025-05-05,91637968,0.203,0.29,0.29,0.285,0.285,0.285,126476,0.267,0.222,0.3,0.161,21186.0,76177.9,39398.3
EGN,2025-05-06,91637968,0.203,0.285,0.285,0.285,0.285,0.285,0,0.268,0.223,0.3,0.161,20471.7,76177.9,39398.3
EGN,2025-05-07,91637968,0.203,0.285,0.285,0.285,0.285,0.285,0,0.268,0.224,0.3,0.161,17366.4,76177.9,39398.3
EGN,2025-05-08,91637968,0.203,0.285,0.285,0.285,0.285,0.285,0,0.269,0.224,0.3,0.161,17366.4,76177.9,39398.3
EGN,2025-05-09,91637968,0.203,0.285,0.285,0.285,0.285,0.285,0,0.27,0.22,0.3,0.161,17015.1,76119.9,39398.3
EGY,2025-05-05,13387410,-0.016,0.028,0.03,0.028,0.03,0.03,166667,0.03,0.033,0.04,0.028,56918.1,63951.1,65990.9
EGY,2025-05-06,13387410,-0.016,0.03,0.03,0.03,0.03,0.03,0,0.03,0.033,0.04,0.028,45778.6,63951.1,65990.9
EGY,2025-05-07,13387410,-0.016,0.03,0.03,0.03,0.03,0.03,0,0.03,0.033,0.04,0.028,45778.6,63951.1,65665.4
EGY,2025-05-08,13387410,-0.016,0.03,0.03,0.03,0.03,0.03,0,0.03,0.033,0.04,0.028,45492.9,63951.1,65665.4
EGY,2025-05-09,13387410,-0.016,0.03,0.03,0.03,0.03,0.03,0,0.03,0.033,0.04,0.028,45492.9,63951.1,65665.4
EHL,2025-05-05,409516256,0.781,0.765,0.765,0.745,0.75,0.75,396520,0.809,0.819,0.98,0.685,292791.0,468092.0,413964.0
EHL,2025-05-06,409516256,0.781,0.745,0.76,0.74,0.76,0.76,839730,0.807,0.819,0.98,0.685,338712.0,477381.0,417128.0
EHL,2025-05-07,409516256,0.781,0.765,0.77,0.76,0.765,0.765,460808,0.805,0.818,0.98,0.685,349804.0,473720.0,416773.0
EHL,2025-05-08,409516256,0.781,0.77,0.775,0.76,0.77,0.77,1276666,0.804,0.818,0.98,0.685,424243.0,492314.0,419535.0
EHL,2025-05-09,409516256,0.781,0.775,0.775,0.755,0.755,0.755,484322,0.802,0.817,0.98,0.685,443238.0,480451.0,420173.0
EMB,2025-05-05,17974974,-0.033,8.4,8.4,8.4,8.4,8.4,0,8.429,8.508,9.212,7.955,102.14,55.74,84.44
EMB,2025-05-06,17974974,-0.033,8.4,8.4,8.4,8.4,8.4,0,8.428,8.506,9.212,7.955,102.14,55.74,84.44
EMB,2025-05-07,17974974,-0.033,8.4,8.4,8.4,8.4,8.4,0,8.427,8.505,9.212,7.955,102.14,55.74,83.19
EMB,2025-05-08,17974974,-0.033,8.4,8.4,8.4,8.4,8.4,0,8.426,8.504,9.212,7.955,102.14,55.74,82.69
EMB,2025-05-09,17974974,-0.033,8.4,8.4,8.4,8.4,8.4,538,8.425,8.507,9.212,7.955,140.57,66.5,85.38
EOS,2025-05-05,397481120,1.599,1.24,1.25,1.205,1.215,1.215,347635,1.22,1.291,1.92,1.05,723920.0,667467.0,657149.0
EOS,2025-05-06,397481120,1.599,1.21,1.235,1.2,1.2,1.2,711537,1.219,1.29,1.92,1.05,673286.0,669225.0,654033.0
EOS,2025-05-07,397481120,1.599,1.19,1.21,1.14,1.15,1.15,1003633,1.216,1.288,1.92,1.05,705116.0,680652.0,653325.0
EOS,2025-05-08,397481120,1.599,1.145,1.155,1.1,1.12,1.12,752762,1.213,1.287,1.92,1.05,667688.0,670458.0,655359.0
EOS,2025-05-09,397481120,1.599,1.12,1.17,1.11,1.145,1.145,510644,1.21,1.285,1.92,1.05,656705.0,651279.0,654797.0
EVZ,2025-05-05,17599520,0.016,0.145,0.1475,0.145,0.1475,0.1475,128149,0.155,0.158,0.2,0.13,57908.8,43934.5,48285.4
EVZ,2025-05-06,17599520,0.016,0.15,0.155,0.15,0.155,0.155,5369,0.155,0.158,0.2,0.13,28351.6,44041.9,48280.0
EVZ,2025-05-07,17599520,0.016,0.155,0.155,0.155,0.155,0.155,0,0.155,0.158,0.2,0.13,27608.1,44041.9,47955.7
EVZ,2025-05-08,17599520,0.016,0.155,0.155,0.155,0.155,0.155,0,0.155,0.158,0.2,0.13,26718.4,44041.9,47047.5
EVZ,2025-05-09,17599520,0.016,0.15,0.16,0.15,0.155,0.155,67833,0.155,0.158,0.2,0.13,31563.6,45398.5,47250.7
FBR,2025-05-05,28447250,0.867,0.006,0.006,0.005,0.006,0.006,8254820,0.013,0.027,0.058,0.005,15369000.0,19266000.0,10836800.0
FBR,2025-05-06,28447250,0.867,0.006,0.006,0.0055,0.006,0.006,9391300,0.013,0.027,0.058,0.005,12674800.0,19293400.0,10798700.0
FBR,2025-05-07,28447250,0.867,0.005,0.006,0.005,0.006,0.006,4129022,0.013,0.026,0.058,0.005,10982800.0,18394700.0,10763100.0
FBR,2025-05-08,28447250,0.867,0.005,0.006,0.005,0.006,0.006,3351610,0.013,0.026,0.058,0.005,10750200.0,18007100.0,10681700.0
FBR,2025-05-09,28447250,0.867,0.006,0.006,0.0055,0.006,0.006,6243791,0.012,0.026,0.058,0.005,11030300.0,18031600.0,10653400.0
FBU,2025-05-05,3170955008,0.895,2.91,3.0,2.91,2.98,2.98,1397583,2.902,2.913,3.22,2.488,921854.0,1109690.0,1119680.0
FBU,2025-05-06,3170955008,0.895,2.96,3.01,2.95,2.96,2.96,429286,2.904,2.914,3.22,2.488,913195.0,1067850.0,1119210.0
FBU,2025-05-07,3170955008,0.895,2.96,3.05,2.93,3.05,3.05,1438700,2.91,2.915,3.17,2.488,982143.0,1080500.0,1121030.0
FBU,2025-05-08,3170955008,0.895,3.08,3.11,3.03,3.08,3.08,1214410,2.916,2.917,3.17,2.488,1010090.0,1087930.0,1124140.0
FBU,2025-05-09,3170955008,0.895,3.03,3.1,3.03,3.08,3.08,660233,2.923,2.873,3.17,2.488,1005500.0,1082090.0,1124570.0
FOS,2025-05-05,16432171,0.187,0.32,0.32,0.32,0.32,0.32,0,0.304,0.291,0.395,0.192,8072.21,16887.9,19798.1
FOS,2025-05-06,16432171,0.187,0.32,0.32,0.32,0.32,0.32,0,0.305,0.291,0.395,0.192,8072.21,16887.9,19798.1
FOS,2025-05-07,16432171,0.187,0.315,0.33,0.315,0.32,0.32,5444,0.306,0.291,0.395,0.192,8461.07,16385.5,19825.3
FOS,2025-05-08,16432171,0.187,0.315,0.32,0.315,0.32,0.32,3287,0.306,0.292,0.395,0.192,8423.36,15987.7,19841.7
FOS,2025-05-09,16432171,0.187,0.32,0.32,0.32,0.32,0.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNP,2025-05-05,607226816,0.359,2.98,3.0,2.91,2.96,2.96,147497,2.721,2.487,2.99,1.772,255312.0,263375.0,237775.0
GNP,2025-05-06,607226816,0.359,2.94,3.0,2.94,2.98,2.98,85357,2.731,2.492,2.99,1.772,252004.0,262979.0,236204.0
GNP,2025-05-07,607226816,0.359,2.94,3.0,2.88,2.9,2.9,228947,2.738,2.496,2.99,1.772,247365.0,265826.0,236578.0
GNP,2025-05-08,607226816,0.359,2.93,2.98,2.92,2.94,2.94,845254,2.745,2.501,2.99,1.772,298280.0,262420.0,239993.0
GNP,2025-05-09,607226816,0.359,2.98,3.08,2.95,3.0,3.0,661157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWA,2025-05-05,620579648,0.753,2.47,2.47,2.35,2.35,2.35,71394,2.318,2.324,2.512,2.087,106245.0,198362.0,195654.0
GWA,2025-05-06,620579648,0.753,2.36,2.43,2.34,2.43,2.43,55883,2.323,2.325,2.512,2.087,106214.0,191329.0,195630.0
GWA,2025-05-07,620579648,0.753,2.35,2.445,2.3,2.43,2.43,362536,2.327,2.326,2.512,2.087,127193.0,189982.0,197053.0
GWA,2025-05-08,620579648,0.753,2.445,2.445,2.36,2.36,2.36,14552,2.328,2.326,2.512,2.087,127078.0,189253.0,195248.0
GWA,2025-05-09,620579648,0.753,2.36,2.41,2.36,2.4,2.4,31245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCL,2025-05-05,19509660,0.005,0.175,0.175,0.175,0.175,0.175,6347,0.186,0.175,0.285,0.12,51278.2,93841.5,217826.0
HCL,2025-05-06,19509660,0.005,0.17,0.17,0.165,0.165,0.165,83526,0.185,0.175,0.285,0.12,49523.8,94600.9,217756.0
HCL,2025-05-07,19509660,0.005,0.165,0.165,0.165,0.165,0.165,0,0.184,0.175,0.285,0.12,48867.2,94326.6,217197.0
HCL,2025-05-08,19509660,0.005,0.17,0.185,0.17,0.185,0.185,86600,0.184,0.175,0.285,0.12,53978.5,95955.8,217097.0
HCL,2025-05-09,19509660,0.005,0.18,0.18,0.175,0.18,0.18,31455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNG,2025-05-05,152494928,0.083,0.265,0.265,0.245,0.255,0.255,192393,0.257,0.285,0.342,0.22,74881.1,110905.0,103744.0
HNG,2025-05-06,152494928,0.083,0.255,0.26,0.245,0.245,0.245,343771,0.257,0.285,0.342,0.22,97748.7,117780.0,104537.0
HNG,2025-05-07,152494928,0.083,0.25,0.25,0.245,0.245,0.245,115540,0.256,0.284,0.342,0.22,102144.0,119691.0,104926.0
HNG,2025-05-08,152494928,0.083,0.245,0.25,0.24,0.25,0.25,166430,0.256,0.284,0.342,0.22,94276.2,121076.0,105701.0
HNG,2025-05-09,152494928,0.083,0.245,0.245,0.24,0.245,0.245,278360,0.256,0.283,0.342,0.22,112943.0,126394.0,107078.0
IFT,2025-05-05,9487243264,0.2,10.27,10.43,10.27,10.33,10.33,388148,9.705,10.098,11.91,8.74,382552.0,386743.0,362674.0
IFT,2025-05-06,9487243264,0.2,10.4,10.77,10.39,10.61,10.61,276194,9.741,10.103,11.91,8.74,364317.0,383631.0,363673.0
IFT,2025-05-07,9487243264,0.2,10.78,10.91,10.63,10.79,10.79,484384,9.782,10.11,11.91,8.74,320568.0,388166.0,364605.0
IFT,2025-05-08,9487243264,0.2,10.73,10.74,10.445,10.55,10.55,425042,9.812,10.114,11.91,8.74,326246.0,390447.0,364888.0
IFT,2025-05-09,9487243264,0.2,10.55,10.74,10.52,10.63,10.63,164834,9.844,10.119,11.91,8.74,310571.0,383642.0,365095.0
IG6,2025-05-05,11226364,0.253,0.069,0.075,0.069,0.07,0.07,394541,0.052,0.067,0.12,0.04,296107.0,142305.0,162109.0
IG6,2025-05-06,11226364,0.253,0.067,0.068,0.065,0.067,0.067,63770,0.053,0.067,0.12,0.04,296324.0,143580.0,162386.0
IG6,2025-05-07,11226364,0.253,0.067,0.067,0.067,0.067,0.067,0,0.053,0.067,0.12,0.04,295610.0,143563.0,160968.0
IG6,2025-05-08,11226364,0.253,0.065,0.067,0.065,0.067,0.067,9000,0.054,0.067,0.12,0.04,284039.0,143661.0,160727.0
IG6,2025-05-09,11226364,0.253,0.065,0.065,0.063,0.063,0.063,167339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPG,2025-05-05,309008128,0.808,4.08,4.08,3.89,3.89,3.89,83972,3.818,4.058,5.039,3.467,93515.9,153345.0,242109.0
IPG,2025-05-06,309008128,0.808,3.93,3.97,3.85,3.9,3.9,70845,3.821,4.056,5.039,3.467,92079.2,150808.0,242113.0
IPG,2025-05-07,309008128,0.808,3.9,3.97,3.89,3.92,3.92,16776,3.825,4.055,5.039,3.467,89192.2,150190.0,241337.0
IPG,2025-05-08,309008128,0.808,3.95,4.01,3.93,3.96,3.96,81026,3.83,4.054,5.039,3.467,90475.6,146056.0,241555.0
IPG,2025-05-09,309008128,0.808,4.01,4.01,3.89,3.89,3.89,322768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JLG,2025-05-05,730434048,0.291,2.38,2.42,2.325,2.34,2.34,895981,2.477,3.631,6.21,1.96,1429320.0,3580260.0,1869930.0
JLG,2025-05-06,730434048,0.291,2.33,2.355,2.3,2.32,2.32,1096463,2.471,3.618,6.21,1.96,1438010.0,3564850.0,1874450.0
JLG,2025-05-07,730434048,0.291,2.32,2.34,2.27,2.33,2.33,744312,2.466,3.605,6.19,1.96,1339680.0,3556390.0,1876770.0
JLG,2025-05-08,730434048,0.291,2.32,2.34,2.28,2.3,2.3,612247,2.459,3.592,6.19,1.96,1310550.0,3551940.0,1878760.0
JLG,2025-05-09,730434048,0.291,2.3,2.31,2.25,2.29,2.29,762101,2.452,3.579,6.19,1.96,1268320.0,3038080.0,1881480.0
KOV,2025-05-05,126998280,0.501,10.2,10.3,10.2,10.295,10.295,2878,9.618,9.52,10.704,8.221,3603.5,6727.92,9346.99
KOV,2025-05-06,126998280,0.501,10.3,10.3,10.2,10.2,10.2,1025,9.64,9.527,10.704,8.221,3608.0,6578.68,9311.59
KOV,2025-05-07,126998280,0.501,10.2,10.3,10.0,10.0,10.0,8899,9.655,9.532,10.704,8.221,4188.64,6708.58,9340.22
KOV,2025-05-08,126998280,0.501,10.1,10.22,10.02,10.22,10.22,1353,9.677,9.538,10.704,8.221,3962.43,6629.32,9295.85
KOV,2025-05-09,126998280,0.501,10.29,10.3,10.245,10.3,10.3,1564,9.701,9.546,10.704,8.221,4005.93,6495.98,9290.15
LBL,2025-05-05,43531240,-0.039,0.435,0.45,0.425,0.44,0.44,181904,0.41,0.526,0.712,0.335,118884.0,242576.0,143642.0
LBL,2025-05-06,43531240,-0.039,0.445,0.46,0.44,0.44,0.44,54965,0.411,0.525,0.712,0.335,99370.9,241798.0,143290.0
LBL,2025-05-07,43531240,-0.039,0.44,0.445,0.42,0.42,0.42,100242,0.412,0.524,0.712,0.335,99450.2,204790.0,141580.0
LBL,2025-05-08,43531240,-0.039,0.42,0.435,0.42,0.42,0.42,118539,0.412,0.523,0.712,0.335,106300.0,202519.0,141582.0
LBL,2025-05-09,43531240,-0.039,0.43,0.43,0.41,0.41,0.41,55508,0.412,0.522,0.712,0.335,103000.0,200312.0,141570.0
LIS,2025-05-05,64020000,0.88,0.105,0.105,0.1,0.1,0.1,145320,0.113,0.127,0.255,0.096,121740.0,157377.0,411317.0
LIS,2025-05-06,64020000,0.88,0.105,0.105,0.1,0.1,0.1,75832,0.112,0.127,0.255,0.096,113790.0,158615.0,410756.0
LIS,2025-05-07,64020000,0.88,0.105,0.11,0.105,0.11,0.11,15109,0.112,0.127,0.255,0.096,110846.0,157354.0,410680.0
LIS,2025-05-08,64020000,0.88,0.11,0.11,0.105,0.11,0.11,31530,0.112,0.127,0.255,0.096,110404.0,155507.0,410708.0
LIS,2025-05-09,64020000,0.88,0.105,0.11,0.1025,0.105,0.105,126806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYL,2025-05-05,421639136,0.162,10.95,10.95,10.37,10.56,10.56,71650,10.58,10.778,13.656,9.826,35418.1,45271.6,54591.1
LYL,2025-05-06,421639136,0.162,10.61,10.76,10.57,10.7,10.7,17830,10.585,10.777,13.656,9.826,35616.1,43633.1,54450.3
LYL,2025-05-07,421639136,0.162,10.77,10.99,10.77,10.79,10.79,12050,10.593,10.777,13.656,9.826,33594.4,42323.8,54330.1
LYL,2025-05-08,421639136,0.162,10.83,10.83,10.59,10.72,10.72,71397,10.598,10.777,13.656,9.826,35506.1,42999.3,54527.9
LYL,2025-05-09,421639136,0.162,10.73,10.9,10.69,10.73,10.73,43473,10.603,11.013,13.656,9.826,35541.8,42278.8,54541.0
MGH,2025-05-05,1487361152,0.393,3.95,3.97,3.92,3.93,3.93,365298,3.893,4.176,4.916,3.51,454121.0,766471.0,400104.0
MGH,2025-05-06,1487361152,0.393,3.94,3.95,3.88,3.91,3.91,178510,3.894,4.173,4.916,3.51,429968.0,698096.0,400413.0
MGH,2025-05-07,1487361152,0.393,3.96,4.02,3.86,4.01,4.01,208432,3.898,4.171,4.916,3.51,427320.0,672987.0,400980.0
MGH,2025-05-08,1487361152,0.393,4.7,4.99,4.12,4.44,4.44,1087634,3.92,4.174,4.916,3.51,469283.0,656216.0,405512.0
MGH,2025-05-09,1487361152,0.393,4.49,4.51,4.375,4.4,4.4,333653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MND,2025-05-05,1709829760,0.88,16.16,16.2,15.87,15.9,15.9,156032,15.225,14.035,16.31,10.887,208679.0,265537.0,245462.0
MND,2025-05-06,1709829760,0.88,15.99,16.28,15.89,16.18,16.18,222084,15.263,14.056,16.31,10.887,214904.0,261338.0,245162.0
MND,2025-05-07,1709829760,0.88,16.19,16.4,16.1,16.4,16.4,218003,15.307,14.08,16.4,10.887,218895.0,259046.0,245464.0
MND,2025-05-08,1709829760,0.88,16.4,16.5,16.29,16.45,16.45,205957,15.352,14.103,16.45,10.887,222035.0,257116.0,245357.0
MND,2025-05-09,1709829760,0.88,16.43,16.51,16.31,16.43,16.43,261328,15.394,14.126,16.45,10.887,219069.0,258316.0,244518.0
MPP,2025-05-05,12234948,0.139,0.06,0.06,0.06,0.06,0.06,0,0.064,0.074,0.086,0.04,24053.1,7836.56,7176.6
MPP,2025-05-06,12234948,0.139,0.06,0.06,0.06,0.06,0.06,0,0.064,0.074,0.086,0.04,24053.1,7836.56,7176.6
MPP,2025-05-07,12234948,0.139,0.059,0.066,0.059,0.066,0.066,2901,0.064,0.074,0.086,0.04,23010.3,7894.58,7191.1
MPP,2025-05-08,12234948,0.139,0.066,0.066,0.066,0.066,0.066,0,0.064,0.074,0.086,0.04,23010.3,7894.58,7191.1
MPP,2025-05-09,12234948,0.139,0.066,0.066,0.066,0.066,0.066,0,0.064,0.074,0.086,0.04,23010.3,7894.58,7191.1
MPW,2025-05-05,142126800,2.4845,0.46,0.465,0.45,0.46,0.46,80499,1.025,1.023,4.712,0.36,227807.0,547501.0,136875.0
MPW,2025-05-06,142126800,2.4845,0.44,0.45,0.44,0.45,0.45,11494,1.003,1.017,4.712,0.36,211165.0,547731.0,136933.0
MPW,2025-05-07,142126800,2.4845,0.44,0.44,0.42,0.435,0.435,87603,0.981,1.011,4.712,0.36,192419.0,549483.0,137371.0
MPW,2025-05-08,142126800,2.4845,0.435,0.46,0.415,0.46,0.46,157853,0.96,1.006,4.712,0.36,176630.0,552640.0,138160.0
MPW,2025-05-09,142126800,2.4845,0.465,0.465,0.45,0.46,0.46,141409,0.941,1.0,4.712,0.36,154703.0,555468.0,138867.0
MSI,2025-05-05,784195,-0.185,0.004,0.004,0.004,0.004,0.004,0,0.004,0.005,0.013,0.004,0.0,2206.0,1195.85
MSI,2025-05-06,784195,-0.185,0.004,0.004,0.004,0.004,0.004,0,0.004,0.005,0.013,0.004,0.0,2206.0,1195.85
MSI,2025-05-07,784195,-0.185,0.004,0.004,0.004,0.004,0.004,0,0.004,0.005,0.013,0.004,0.0,2206.0,1195.85
MSI,2025-05-08,784195,-0.185,0.004,0.004,0.004,0.004,0.004,0,0.004,0.005,0.013,0.004,0.0,2106.0,1195.85
MSI,2025-05-09,784195,-0.185,0.004,0.004,0.004,0.004,0.004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MXI,2025-05-05,127523040,0.318,2.03,2.09,2.0,2.02,2.02,16958,2.004,1.951,2.14,1.641,20282.9,52699.4,28592.6
MXI,2025-05-06,127523040,0.318,2.02,2.02,2.02,2.02,2.02,21,2.005,1.951,2.14,1.641,20059.1,52674.7,28589.5
MXI,2025-05-07,127523040,0.318,2.05,2.05,2.05,2.05,2.05,2000,2.007,1.952,2.14,1.641,18895.4,49294.3,28589.4
MXI,2025-05-08,127523040,0.318,2.05,2.05,2.03,2.05,2.05,4491,2.008,1.953,2.14,1.641,19182.9,49203.6,28611.4
MXI,2025-05-09,127523040,0.318,2.07,2.08,2.07,2.07,2.07,9179,2.011,1.954,2.14,1.641,19263.5,49315.6,28657.2
MYG,2025-05-05,105144360,0.4,1.03,1.03,1.03,1.03,1.03,0,0.994,0.887,1.2,0.642,2857.07,20469.9,34785.2
MYG,2025-05-06,105144360,0.4,1.0,1.0,1.0,1.0,1.0,2,0.995,0.888,1.2,0.642,2153.36,20103.1,34284.8
MYG,2025-05-07,105144360,0.4,1.05,1.05,1.05,1.05,1.05,23157,0.997,0.89,1.2,0.642,3037.36,20334.9,34012.6
MYG,2025-05-08,105144360,0.4,1.025,1.05,1.025,1.025,1.025,2279,0.998,0.891,1.2,0.642,3200.14,18425.5,33916.0
MYG,2025-05-09,105144360,0.4,1.04,1.04,1.04,1.04,1.04,3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWH,2025-05-05,1294334336,0.914,2.74,2.76,2.67,2.67,2.67,707601,2.763,3.084,3.903,2.31,1401310.0,1500710.0,1188650.0
NWH,2025-05-06,1294334336,0.914,2.71,2.77,2.68,2.74,2.74,1006964,2.762,3.08,3.903,2.31,1330190.0,1520850.0,1175840.0
NWH,2025-05-07,1294334336,0.914,2.7,2.77,2.7,2.76,2.76,651875,2.762,3.077,3.903,2.31,1280340.0,1533890.0,1171890.0
NWH,2025-05-08,1294334336,0.914,2.78,2.82,2.77,2.81,2.81,703192,2.764,3.074,3.903,2.31,1214650.0,1547950.0,1170550.0
NWH,2025-05-09,1294334336,0.914,2.82,2.85,2.805,2.83,2.83,702677,2.767,3.034,3.903,2.31,1135340.0,1562000.0,1169250.0
OEC,2025-05-05,15324540,0.378,0.09,0.09,0.089,0.089,0.089,9900,0.094,0.101,0.145,0.076,21498.9,59903.3,83149.9
OEC,2025-05-06,15324540,0.378,0.089,0.09,0.089,0.09,0.09,3400,0.094,0.101,0.145,0.076,16829.6,59453.3,80682.8
OEC,2025-05-07,15324540,0.378,0.093,0.093,0.088,0.088,0.088,169327,0.094,0.1,0.145,0.076,28905.0,62467.5,81462.7
OEC,2025-05-08,15324540,0.378,0.09,0.09,0.09,0.09,0.09,52251,0.093,0.1,0.145,0.076,28933.0,62412.6,81566.2
OEC,2025-05-09,15324540,0.378,0.093,0.093,0.09,0.09,0.09,4983,0.093,0.097,0.145,0.076,29288.9,58496.4,81528.1
OLH,2025-05-05,5212836,0.012,0.039,0.04,0.039,0.039,0.039,219181,0.049,0.06,0.091,0.039,41765.9,17694.5,13454.5
OLH,2025-05-06,5212836,0.012,0.039,0.039,0.039,0.039,0.039,180,0.049,0.06,0.091,0.039,41778.8,17150.8,13380.4
OLH,2025-05-07,5212836,0.012,0.039,0.039,0.039,0.039,0.039,0,0.049,0.059,0.091,0.039,41778.8,17150.8,13380.4
OLH,2025-05-08,5212836,0.012,0.039,0.039,0.039,0.039,0.039,0,0.048,0.059,0.091,0.039,41778.8,17150.8,13338.2
OLH,2025-05-09,5212836,0.012,0.039,0.039,0.039,0.039,0.039,0,0.048,0.061,0.091,0.039,41028.8,17150.8,13338.2
RDG,2025-05-05,20656020,0.517,0.008,0.008,0.008,0.008,0.008,5000,0.011,0.019,0.034,0.007,181893.0,306024.0,232630.0
RDG,2025-05-06,20656020,0.517,0.009,0.009,0.008,0.008,0.008,282500,0.011,0.019,0.034,0.007,202071.0,310308.0,234043.0
RDG,2025-05-07,20656020,0.517,0.008,0.008,0.008,0.008,0.008,197247,0.01,0.019,0.034,0.007,215032.0,311453.0,234863.0
RDG,2025-05-08,20656020,0.517,0.008,0.009,0.008,0.008,0.008,236410,0.01,0.019,0.034,0.007,172293.0,313601.0,233572.0
RDG,2025-05-09,20656020,0.517,0.008,0.008,0.008,0.008,0.008,791590,0.01,0.019,0.034,0.007,228835.0,329033.0,236530.0
RDX,2025-05-05,1391465216,0.0,2.95,2.97,2.78,2.79,2.79,287370,3.012,3.268,4.474,2.65,327740.0,853116.0,444370.0
RDX,2025-05-06,1391465216,0.0,2.79,2.8,2.73,2.75,2.75,209112,3.001,3.263,4.474,2.65,307316.0,813608.0,443946.0
RDX,2025-05-07,1391465216,0.0,2.915,2.915,2.705,2.75,2.75,251825,2.992,3.258,4.474,2.65,307137.0,766794.0,444440.0
RDX,2025-05-08,1391465216,0.0,2.76,2.82,2.73,2.8,2.8,551741,2.984,3.253,4.474,2.65,322539.0,757297.0,446312.0
RDX,2025-05-09,1391465216,0.0,2.8,2.85,2.78,2.8,2.8,337872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REH,2025-05-05,10542458880,0.903,16.44,16.59,16.16,16.16,16.16,671585,16.828,21.006,28.891,14.23,859456.0,885449.0,540696.0
REH,2025-05-06,10542458880,0.903,16.15,16.2,15.75,15.77,15.77,768878,16.786,20.954,28.891,14.23,857082.0,890218.0,543026.0
REH,2025-05-07,10542458880,0.903,15.78,15.82,15.43,15.61,15.61,911983,16.74,20.901,28.891,14.23,863379.0,898626.0,546065.0
REH,2025-05-08,10542458880,0.903,15.75,15.99,15.56,15.99,15.99,668600,16.711,20.852,28.891,14.23,843964.0,878474.0,547798.0
REH,2025-05-09,10542458880,0.903,16.19,16.38,16.12,16.2,16.2,487757,16.691,20.806,28.891,14.23,822874.0,862818.0,548068.0
REM,2025-05-05,9197870,0.81,0.069,0.069,0.062,0.062,0.062,371248,0.053,0.039,0.069,0.017,202194.0,198418.0,185749.0
REM,2025-05-06,9197870,0.81,0.063,0.063,0.061,0.061,0.061,38075,0.054,0.039,0.069,0.017,200712.0,199167.0,185451.0
REM,2025-05-07,9197870,0.81,0.061,0.061,0.061,0.061,0.061,51536,0.054,0.039,0.069,0.017,197331.0,196994.0,185497.0
REM,2025-05-08,9197870,0.81,0.06,0.06,0.059,0.059,0.059,107953,0.054,0.039,0.069,0.017,198828.0,197522.0,186037.0
REM,2025-05-09,9197870,0.81,0.06,0.06,0.058,0.058,0.058,107957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFT,2025-05-05,8296680,0.693,0.006,0.007,0.006,0.007,0.007,1155349,0.007,0.01,0.015,0.006,316409.0,740429.0,736035.0
RFT,2025-05-06,8296680,0.693,0.007,0.007,0.006,0.006,0.006,1746682,0.007,0.01,0.015,0.006,441172.0,774143.0,662191.0
RFT,2025-05-07,8296680,0.693,0.007,0.009,0.007,0.007,0.007,2920184,0.007,0.01,0.015,0.006,649757.0,830160.0,676217.0
RFT,2025-05-08,8296680,0.693,0.007,0.007,0.007,0.007,0.007,0,0.007,0.01,0.015,0.006,639019.0,813537.0,674681.0
RFT,2025-05-09,8296680,0.693,0.0075,0.008,0.0075,0.008,0.008,600000,0.007,0.01,0.015,0.006,647272.0,819267.0,676235.0
RFX,2025-05-05,25635548,0.337,0.097,0.097,0.097,0.097,0.097,0,0.097,0.103,0.125,0.085,0.0,0.0,20991.1
RFX,2025-05-06,25635548,0.337,0.097,0.097,0.097,0.097,0.097,0,0.097,0.103,0.125,0.085,0.0,0.0,20974.8
RFX,2025-05-07,25635548,0.337,0.097,0.097,0.097,0.097,0.097,0,0.097,0.103,0.125,0.085,0.0,0.0,20328.3
RFX,2025-05-08,25635548,0.337,0.097,0.097,0.097,0.097,0.097,0,0.097,0.103,0.125,0.085,0.0,0.0,20080.9
RFX,2025-05-09,25635548,0.337,0.097,0.097,0.097,0.097,0.097,0,0.097,0.099,0.125,0.085,0.0,0.0,20080.0
RWC,2025-05-05,3403571712,0.886,4.04,4.23,4.02,4.09,4.09,2572632,4.409,4.867,6.02,3.74,2514680.0,2794040.0,2151290.0
RWC,2025-05-06,3403571712,0.886,4.09,4.16,4.05,4.09,4.09,1879154,4.397,4.859,6.02,3.74,2491680.0,2758810.0,2148020.0
RWC,2025-05-07,3403571712,0.886,4.14,4.16,3.985,4.15,4.15,2405296,4.387,4.852,6.02,3.74,2449480.0,2776510.0,2149740.0
